"Statistic:   Number of Applicants"
"Variables:   Holds A Level Qualification , Holds BTEC Qualification , Holds SQA Qualification , Applicant Domicile (High Level) , Applicant Domicile (Region) , Sex , Age Band , Cycle Year"
"Coverage:   Applied before June deadline and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_035_06.pdf"
 
Cycle Year,Holds A Level Qualification , Holds BTEC Qualification , Holds SQA Qualification , Applicant Domicile (High Level) , Applicant Domicile (Region) , Sex , Age Band,Number of Applicants,
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'18' ",195
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'19' ",195
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'20' ",80
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'21 and over' ",60
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'18' ",420
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'19' ",180
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'20' ",65
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'21 and over' ",55
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'18' ",210
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'19' ",100
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'20' ",60
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'21 and over' ",55
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'18' ",225
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'19' ",95
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'20' ",50
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'21 and over' ",50
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'18' ",275
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'19' ",120
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'20' ",60
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'21 and over' ",50
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'18' ",305
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'19' ",105
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'20' ",50
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'21 and over' ",40
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'18' ",280
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'19' ",95
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'20' ",60
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'21 and over' ",45
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'18' ",310
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'19' ",105
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'20' ",65
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'21 and over' ",35
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'18' ",365
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'19' ",235
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'20' ",105
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'21 and over' ",65
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'17 and under' ",5
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'18' ",365
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'19' ",235
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'20' ",95
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'21 and over' ",80
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'18' ",510
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'19' ",250
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'20' ",120
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'21 and over' ",100
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'18' ",530
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'19' ",235
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'20' ",125
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'21 and over' ",80
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'18' ",270
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'19' ",165
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'20' ",75
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'21 and over' ",85
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'18' ",305
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'19' ",170
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'20' ",60
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'21 and over' ",65
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'18' ",170
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'19' ",35
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'20' ",15
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Men' ","'21 and over' ",15
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'18' ",120
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'19' ",30
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'20' ",15
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Northern Ireland' ","'Northern Ireland' ","'Women' ","'21 and over' ",10
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'18' ",185
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'19' ",60
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'20' ",35
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Men' ","'21 and over' ",35
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Women' ","'18' ",230
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Women' ","'19' ",85
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Women' ","'20' ",50
2008 ,"'A level qualification identified' ","'BTEC qualification identified' ","'SQA qualification not identified' ","'Wales' ","'Wales' ","'Women' ","'21 and over' ",25
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'England' ","'North West' ","'Women' ","'21 and over' ",5
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'England' ","'London' ","'Women' ","'21 and over' ",5
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'England' ","'South East' ","'Women' ","'21 and over' ",5
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'Scotland' ","'Scotland' ","'Men' ","'18' ",160
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'Scotland' ","'Scotland' ","'Men' ","'19' ",55
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'Scotland' ","'Scotland' ","'Men' ","'20' ",10
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'Scotland' ","'Scotland' ","'Men' ","'21 and over' ",50
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'Scotland' ","'Scotland' ","'Women' ","'18' ",145
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'Scotland' ","'Scotland' ","'Women' ","'19' ",55
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'Scotland' ","'Scotland' ","'Women' ","'20' ",20
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification identified' ","'Scotland' ","'Scotland' ","'Women' ","'21 and over' ",55
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'17 and under' ",10
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'18' ",3115
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'19' ",775
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'20' ",220
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Men' ","'21 and over' ",415
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'17 and under' ",10
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'18' ",4205
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'19' ",1080
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'20' ",325
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North East' ","'Women' ","'21 and over' ",635
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'17 and under' ",25
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'18' ",6660
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'19' ",1870
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'20' ",475
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Men' ","'21 and over' ",985
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'17 and under' ",30
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'18' ",8820
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'19' ",2360
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'20' ",635
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'Yorkshire and The Humber' ","'Women' ","'21 and over' ",1405
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'17 and under' ",40
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'18' ",10000
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'19' ",2450
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'20' ",645
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Men' ","'21 and over' ",1375
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'17 and under' ",30
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'18' ",13090
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'19' ",3215
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'20' ",845
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'North West' ","'Women' ","'21 and over' ",2185
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'17 and under' ",15
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'18' ",6060
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'19' ",1575
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'20' ",425
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Men' ","'21 and over' ",805
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'17 and under' ",30
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'18' ",7960
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'19' ",2165
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'20' ",555
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East Midlands' ","'Women' ","'21 and over' ",1310
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'17 and under' ",20
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'18' ",7525
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'19' ",2115
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'20' ",530
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Men' ","'21 and over' ",960
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'17 and under' ",30
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'18' ",9675
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'19' ",2765
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'20' ",630
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'West Midlands' ","'Women' ","'21 and over' ",1530
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'17 and under' ",45
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'18' ",8660
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'19' ",2330
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'20' ",540
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Men' ","'21 and over' ",875
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'17 and under' ",40
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'18' ",10605
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'19' ",2890
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'20' ",750
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'East of England' ","'Women' ","'21 and over' ",1430
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'17 and under' ",95
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'18' ",12085
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'19' ",4580
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'20' ",1230
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Men' ","'21 and over' ",1970
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'17 and under' ",105
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'18' ",15535
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'19' ",5525
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'20' ",1400
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'London' ","'Women' ","'21 and over' ",2920
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'17 and under' ",95
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'18' ",13615
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'19' ",4205
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'20' ",1060
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Men' ","'21 and over' ",1645
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'17 and under' ",130
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'18' ",16330
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'19' ",5160
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'20' ",1280
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South East' ","'Women' ","'21 and over' ",2575
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'17 and under' ",65
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'18' ",6935
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'19' ",2355
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'20' ",670
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Men' ","'21 and over' ",1055
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'17 and under' ",65
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'18' ",8605
2008 ,"'A level qualification identified' ","'BTEC qualification not identified' ","'SQA qualification not identified' ","'England' ","'South West' ","'Women' ","'19' ",3150
