"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (High Level) , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_017_01.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (High Level),Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'England' ",5645
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ",935
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Northern Ireland' ",75
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Scotland' ",40
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Wales' ",45
2007 ,"'F8 - Physical geographical sciences' ","'England' ",2480
2007 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ",190
2007 ,"'F8 - Physical geographical sciences' ","'Scotland' ",130
2007 ,"'F8 - Physical geographical sciences' ","'Wales' ",215
2007 ,"'F9 - Others in Physical Sciences' ","'England' ",305
2007 ,"'F9 - Others in Physical Sciences' ","'Scotland' ",5
2007 ,"'F9 - Others in Physical Sciences' ","'Wales' ",30
2007 ,"'FF - Combinations within Physical Sciences' ","'England' ",680
2007 ,"'FF - Combinations within Physical Sciences' ","'Northern Ireland' ",20
2007 ,"'FF - Combinations within Physical Sciences' ","'Scotland' ",110
2007 ,"'FF - Combinations within Physical Sciences' ","'Wales' ",30
2007 ,"'G0 - Mathematical Sciences: any area' ","'England' ",15
2007 ,"'G0 - Mathematical Sciences: any area' ","'Scotland' ",10
2007 ,"'G1 - Mathematics' ","'England' ",3815
2007 ,"'G1 - Mathematics' ","'Northern Ireland' ",140
2007 ,"'G1 - Mathematics' ","'Scotland' ",255
2007 ,"'G1 - Mathematics' ","'Wales' ",235
2007 ,"'G2 - Operational Research' ","'England' ",10
2007 ,"'G2 - Operational Research' ","'Scotland' ",5
2007 ,"'G3 - Statistics' ","'England' ",115
2007 ,"'G9 - Others in Mathematical Sciences' ","'England' ",15
2007 ,"'GG - Combinations within Mathematical Sciences' ","'England' ",180
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Northern Ireland' ",20
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Scotland' ",55
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Wales' ",5
2007 ,"'H0 - Engineering: any area of study' ","'England' ",40
2007 ,"'H1 - General Engineering' ","'England' ",2030
2007 ,"'H1 - General Engineering' ","'Northern Ireland' ",55
2007 ,"'H1 - General Engineering' ","'Scotland' ",155
2007 ,"'H1 - General Engineering' ","'Wales' ",80
2007 ,"'H2 - Civil Engineering' ","'England' ",1970
2007 ,"'H2 - Civil Engineering' ","'Northern Ireland' ",180
2007 ,"'H2 - Civil Engineering' ","'Scotland' ",320
2007 ,"'H2 - Civil Engineering' ","'Wales' ",150
2007 ,"'H3 - Mechanical Engineering' ","'England' ",2620
2007 ,"'H3 - Mechanical Engineering' ","'Northern Ireland' ",130
2007 ,"'H3 - Mechanical Engineering' ","'Scotland' ",420
2007 ,"'H3 - Mechanical Engineering' ","'Wales' ",155
2007 ,"'H4 - Aerospace Engineering' ","'England' ",1215
2007 ,"'H4 - Aerospace Engineering' ","'Northern Ireland' ",40
2007 ,"'H4 - Aerospace Engineering' ","'Scotland' ",120
2007 ,"'H4 - Aerospace Engineering' ","'Wales' ",70
2007 ,"'H5 - Naval Architecture' ","'England' ",45
2007 ,"'H5 - Naval Architecture' ","'Scotland' ",15
2007 ,"'H5 - Naval Architecture' ","'Wales' ",5
2007 ,"'H6 - Electronic and Electrical Engineering' ","'England' ",2195
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Northern Ireland' ",65
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Scotland' ",330
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Wales' ",180
2007 ,"'H7 - Production and Manufacturing Engineering' ","'England' ",470
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Northern Ireland' ",40
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Scotland' ",80
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Wales' ",10
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'England' ",670
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Northern Ireland' ",20
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Scotland' ",225
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Wales' ",25
2007 ,"'H9 - Others in Engineering' ","'England' ",5
2007 ,"'HH - Combinations within Engineering' ","'England' ",310
2007 ,"'HH - Combinations within Engineering' ","'Northern Ireland' ",40
2007 ,"'HH - Combinations within Engineering' ","'Scotland' ",120
2007 ,"'HH - Combinations within Engineering' ","'Wales' ",15
2007 ,"'I1 - Computer Science' ","'England' ",8050
2007 ,"'I1 - Computer Science' ","'Northern Ireland' ",525
2007 ,"'I1 - Computer Science' ","'Scotland' ",1035
2007 ,"'I1 - Computer Science' ","'Wales' ",420
2007 ,"'I2 - Information Systems' ","'England' ",2510
2007 ,"'I2 - Information Systems' ","'Northern Ireland' ",85
2007 ,"'I2 - Information Systems' ","'Scotland' ",85
2007 ,"'I2 - Information Systems' ","'Wales' ",160
2007 ,"'I3 - Software Engineering' ","'England' ",1110
2007 ,"'I3 - Software Engineering' ","'Northern Ireland' ",25
2007 ,"'I3 - Software Engineering' ","'Scotland' ",70
2007 ,"'I3 - Software Engineering' ","'Wales' ",40
2007 ,"'I4 - Artificial Intelligence' ","'England' ",40
2007 ,"'I4 - Artificial Intelligence' ","'Northern Ireland' ",5
2007 ,"'I4 - Artificial Intelligence' ","'Scotland' ",5
2007 ,"'I9 - Others in Computer Sciences' ","'England' ",30
2007 ,"'II - Combinations in Computer Sciences' ","'England' ",790
2007 ,"'II - Combinations in Computer Sciences' ","'Northern Ireland' ",110
2007 ,"'II - Combinations in Computer Sciences' ","'Scotland' ",25
2007 ,"'II - Combinations in Computer Sciences' ","'Wales' ",90
2007 ,"'J1 - Minerals Technology' ","'England' ",30
2007 ,"'J2 - Metallurgy' ","'England' ",5
2007 ,"'J4 - Polymers and Textiles' ","'England' ",125
2007 ,"'J4 - Polymers and Textiles' ","'Scotland' ",30
2007 ,"'J4 - Polymers and Textiles' ","'Wales' ",5
2007 ,"'J5 - Materials Technology not otherwise spec' ","'England' ",220
2007 ,"'J5 - Materials Technology not otherwise spec' ","'Scotland' ",5
2007 ,"'J5 - Materials Technology not otherwise spec' ","'Wales' ",15
2007 ,"'J6 - Maritime Technology' ","'England' ",130
2007 ,"'J6 - Maritime Technology' ","'Scotland' ",10
2007 ,"'J6 - Maritime Technology' ","'Wales' ",5
2007 ,"'J7 - Biotechnology' ","'England' ",40
2007 ,"'J7 - Biotechnology' ","'Scotland' ",5
2007 ,"'J9 - Others in Technology' ","'England' ",1320
2007 ,"'J9 - Others in Technology' ","'Northern Ireland' ",70
2007 ,"'J9 - Others in Technology' ","'Scotland' ",60
2007 ,"'J9 - Others in Technology' ","'Wales' ",135
2007 ,"'K1 - Architecture' ","'England' ",2375
2007 ,"'K1 - Architecture' ","'Northern Ireland' ",185
2007 ,"'K1 - Architecture' ","'Scotland' ",315
2007 ,"'K1 - Architecture' ","'Wales' ",70
2007 ,"'K2 - Building' ","'England' ",2565
2007 ,"'K2 - Building' ","'Northern Ireland' ",475
2007 ,"'K2 - Building' ","'Scotland' ",345
2007 ,"'K2 - Building' ","'Wales' ",130
2007 ,"'K3 - Landscape & Garden Design' ","'England' ",150
2007 ,"'K3 - Landscape & Garden Design' ","'Northern Ireland' ",5
2007 ,"'K3 - Landscape & Garden Design' ","'Scotland' ",10
2007 ,"'K3 - Landscape & Garden Design' ","'Wales' ",5
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'England' ",720
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Northern Ireland' ",125
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Scotland' ",70
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Wales' ",75
2007 ,"'K9 - Others in Architecture,Build & Plan' ","'England' ",10
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'England' ",220
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'Northern Ireland' ",55
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'Scotland' ",5
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'Wales' ",20
2007 ,"'L0 - Social Studies: any area of study' ","'England' ",40
2007 ,"'L1 - Economics' ","'England' ",3380
2007 ,"'L1 - Economics' ","'Northern Ireland' ",80
2007 ,"'L1 - Economics' ","'Scotland' ",120
2007 ,"'L1 - Economics' ","'Wales' ",100
2007 ,"'L2 - Politics' ","'England' ",2955
2007 ,"'L2 - Politics' ","'Northern Ireland' ",115
2007 ,"'L2 - Politics' ","'Scotland' ",180
2007 ,"'L2 - Politics' ","'Wales' ",115
2007 ,"'L3 - Sociology' ","'England' ",3050
2007 ,"'L3 - Sociology' ","'Northern Ireland' ",130
2007 ,"'L3 - Sociology' ","'Scotland' ",685
2007 ,"'L3 - Sociology' ","'Wales' ",145
2007 ,"'L4 - Social Policy' ","'England' ",980
2007 ,"'L4 - Social Policy' ","'Northern Ireland' ",65
2007 ,"'L4 - Social Policy' ","'Scotland' ",15
2007 ,"'L4 - Social Policy' ","'Wales' ",110
2007 ,"'L5 - Social Work' ","'England' ",7440
2007 ,"'L5 - Social Work' ","'Northern Ireland' ",455
2007 ,"'L5 - Social Work' ","'Scotland' ",605
2007 ,"'L5 - Social Work' ","'Wales' ",465
2007 ,"'L6 - Anthropology' ","'England' ",515
2007 ,"'L6 - Anthropology' ","'Northern Ireland' ",15
2007 ,"'L6 - Anthropology' ","'Scotland' ",30
2007 ,"'L6 - Anthropology' ","'Wales' ",10
2007 ,"'L7 - Human and Social Geography' ","'England' ",2075
2007 ,"'L7 - Human and Social Geography' ","'Northern Ireland' ",20
2007 ,"'L7 - Human and Social Geography' ","'Scotland' ",130
2007 ,"'L7 - Human and Social Geography' ","'Wales' ",75
2007 ,"'L9 - Others in Social Studies' ","'England' ",370
2007 ,"'L9 - Others in Social Studies' ","'Northern Ireland' ",10
2007 ,"'L9 - Others in Social Studies' ","'Wales' ",10
2007 ,"'LL - Combinations within Social Studies' ","'England' ",1885
2007 ,"'LL - Combinations within Social Studies' ","'Northern Ireland' ",110
2007 ,"'LL - Combinations within Social Studies' ","'Scotland' ",180
2007 ,"'LL - Combinations within Social Studies' ","'Wales' ",65
2007 ,"'M1 - Law by Area' ","'England' ",10570
2007 ,"'M1 - Law by Area' ","'Northern Ireland' ",580
2007 ,"'M1 - Law by Area' ","'Scotland' ",1075
2007 ,"'M1 - Law by Area' ","'Wales' ",640
2007 ,"'M2 - Law by Topic' ","'England' ",920
2007 ,"'M2 - Law by Topic' ","'Northern Ireland' ",20
2007 ,"'M2 - Law by Topic' ","'Scotland' ",115
2007 ,"'M2 - Law by Topic' ","'Wales' ",25
2007 ,"'M9 - Others in Law' ","'England' ",1485
2007 ,"'M9 - Others in Law' ","'Northern Ireland' ",125
2007 ,"'M9 - Others in Law' ","'Scotland' ",150
2007 ,"'M9 - Others in Law' ","'Wales' ",130
2007 ,"'MM - Combinations within Law' ","'England' ",385
2007 ,"'MM - Combinations within Law' ","'Northern Ireland' ",5
2007 ,"'MM - Combinations within Law' ","'Scotland' ",20
2007 ,"'MM - Combinations within Law' ","'Wales' ",25
2007 ,"'N1 - Business studies' ","'England' ",6795
2007 ,"'N1 - Business studies' ","'Northern Ireland' ",385
2007 ,"'N1 - Business studies' ","'Scotland' ",660
2007 ,"'N1 - Business studies' ","'Wales' ",445
2007 ,"'N2 - Management studies' ","'England' ",6445
2007 ,"'N2 - Management studies' ","'Northern Ireland' ",145
2007 ,"'N2 - Management studies' ","'Scotland' ",445
2007 ,"'N2 - Management studies' ","'Wales' ",215
2007 ,"'N3 - Finance' ","'England' ",570
2007 ,"'N3 - Finance' ","'Northern Ireland' ",145
2007 ,"'N3 - Finance' ","'Scotland' ",70
2007 ,"'N3 - Finance' ","'Wales' ",15
2007 ,"'N4 - Accounting' ","'England' ",3425
2007 ,"'N4 - Accounting' ","'Northern Ireland' ",220
2007 ,"'N4 - Accounting' ","'Scotland' ",635
2007 ,"'N4 - Accounting' ","'Wales' ",160
2007 ,"'N5 - Marketing' ","'England' ",2555
2007 ,"'N5 - Marketing' ","'Northern Ireland' ",145
2007 ,"'N5 - Marketing' ","'Scotland' ",200
2007 ,"'N5 - Marketing' ","'Wales' ",85
2007 ,"'N6 - Human Resource Management' ","'England' ",405
2007 ,"'N6 - Human Resource Management' ","'Northern Ireland' ",85
2007 ,"'N6 - Human Resource Management' ","'Scotland' ",50
2007 ,"'N6 - Human Resource Management' ","'Wales' ",20
2007 ,"'N7 - Office Skills' ","'England' ",5
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'England' ",5165
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Northern Ireland' ",225
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Scotland' ",650
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Wales' ",230
2007 ,"'N9 - Others in Business & Admin Studies' ","'England' ",275
2007 ,"'N9 - Others in Business & Admin Studies' ","'Northern Ireland' ",40
2007 ,"'N9 - Others in Business & Admin Studies' ","'Scotland' ",25
2007 ,"'N9 - Others in Business & Admin Studies' ","'Wales' ",20
2007 ,"'NN - Combinations within Business & Admin Studies' ","'England' ",6650
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Northern Ireland' ",150
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Scotland' ",580
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Wales' ",310
2007 ,"'P1 - Information Services' ","'England' ",65
2007 ,"'P1 - Information Services' ","'Scotland' ",10
2007 ,"'P2 - Publicity studies' ","'England' ",310
2007 ,"'P2 - Publicity studies' ","'Northern Ireland' ",30
2007 ,"'P2 - Publicity studies' ","'Wales' ",5
2007 ,"'P3 - Media studies' ","'England' ",3985
2007 ,"'P3 - Media studies' ","'Northern Ireland' ",120
2007 ,"'P3 - Media studies' ","'Scotland' ",200
2007 ,"'P3 - Media studies' ","'Wales' ",220
2007 ,"'P4 - Publishing' ","'England' ",50
2007 ,"'P4 - Publishing' ","'Scotland' ",15
2007 ,"'P5 - Journalism' ","'England' ",1810
2007 ,"'P5 - Journalism' ","'Northern Ireland' ",30
2007 ,"'P5 - Journalism' ","'Scotland' ",125
2007 ,"'P5 - Journalism' ","'Wales' ",65
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'England' ",435
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Northern Ireland' ",80
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Scotland' ",60
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Wales' ",5
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'England' ",805
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Northern Ireland' ",30
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Scotland' ",105
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Wales' ",35
2007 ,"'Q1 - Linguistics' ","'England' ",295
2007 ,"'Q1 - Linguistics' ","'Northern Ireland' ",30
2007 ,"'Q1 - Linguistics' ","'Scotland' ",5
2007 ,"'Q1 - Linguistics' ","'Wales' ",15
2007 ,"'Q2 - Comparative Literary studies' ","'England' ",90
2007 ,"'Q2 - Comparative Literary studies' ","'Scotland' ",5
2007 ,"'Q3 - English studies' ","'England' ",7110
2007 ,"'Q3 - English studies' ","'Northern Ireland' ",255
2007 ,"'Q3 - English studies' ","'Scotland' ",250
2007 ,"'Q3 - English studies' ","'Wales' ",360
2007 ,"'Q4 - Ancient Language studies' ","'England' ",5
2007 ,"'Q5 - Celtic studies' ","'England' ",5
2007 ,"'Q5 - Celtic studies' ","'Northern Ireland' ",40
2007 ,"'Q5 - Celtic studies' ","'Scotland' ",15
2007 ,"'Q5 - Celtic studies' ","'Wales' ",60
2007 ,"'Q6 - Latin studies' ","'England' ",5
2007 ,"'Q7 - Classical Greek studies' ","'England' ",5
2007 ,"'Q8 - Classical studies' ","'England' ",785
2007 ,"'Q8 - Classical studies' ","'Northern Ireland' ",5
2007 ,"'Q8 - Classical studies' ","'Scotland' ",30
2007 ,"'Q8 - Classical studies' ","'Wales' ",15
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'England' ",70
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'Northern Ireland' ",5
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'England' ",705
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Northern Ireland' ",15
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Scotland' ",35
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Wales' ",50
2007 ,"'R0 - European Langs,Lit & related: any area' ","'England' ",80
2007 ,"'R0 - European Langs,Lit & related: any area' ","'Wales' ",5
2007 ,"'R1 - French studies' ","'England' ",500
2007 ,"'R1 - French studies' ","'Northern Ireland' ",20
2007 ,"'R1 - French studies' ","'Scotland' ",30
2007 ,"'R1 - French studies' ","'Wales' ",40
2007 ,"'R2 - German studies' ","'England' ",195
2007 ,"'R2 - German studies' ","'Northern Ireland' ",5
2007 ,"'R2 - German studies' ","'Scotland' ",10
2007 ,"'R2 - German studies' ","'Wales' ",15
2007 ,"'R3 - Italian studies' ","'England' ",55
2007 ,"'R3 - Italian studies' ","'Scotland' ",5
2007 ,"'R3 - Italian studies' ","'Wales' ",5
2007 ,"'R4 - Spanish studies' ","'England' ",225
2007 ,"'R4 - Spanish studies' ","'Northern Ireland' ",20
2007 ,"'R4 - Spanish studies' ","'Scotland' ",20
2007 ,"'R4 - Spanish studies' ","'Wales' ",15
2007 ,"'R6 - Scandinavian studies' ","'England' ",10
2007 ,"'R7 - Russian and East European studies' ","'England' ",60
2007 ,"'R7 - Russian and East European studies' ","'Scotland' ",5
2007 ,"'R9 - Others in European Langs,Lit and related' ","'England' ",575
2007 ,"'R9 - Others in European Langs,Lit and related' ","'Northern Ireland' ",20
2007 ,"'R9 - Others in European Langs,Lit and related' ","'Scotland' ",55
2007 ,"'R9 - Others in European Langs,Lit and related' ","'Wales' ",25
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'England' ",1335
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'Northern Ireland' ",75
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'Scotland' ",135
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'Wales' ",90
2007 ,"'T1 - Chinese studies' ","'England' ",110
2007 ,"'T1 - Chinese studies' ","'Scotland' ",10
2007 ,"'T2 - Japanese studies' ","'England' ",120
