"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Provider Country 2016 , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_031_01.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Provider Country 2016,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'England' ",6240
2007 ,"'C9 - Others in Biological Sciences' ","'England' ",550
2007 ,"'C9 - Others in Biological Sciences' ","'Scotland' ",55
2007 ,"'C9 - Others in Biological Sciences' ","'Wales' ",50
2007 ,"'CC - Combinations within Biological Sciences' ","'England' ",480
2007 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ",105
2007 ,"'CC - Combinations within Biological Sciences' ","'Wales' ",45
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'England' ",675
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Scotland' ",270
2007 ,"'D3 - Animal Science' ","'England' ",1295
2007 ,"'D3 - Animal Science' ","'Northern Ireland' ",10
2007 ,"'D3 - Animal Science' ","'Scotland' ",95
2007 ,"'D3 - Animal Science' ","'Wales' ",55
2007 ,"'D4 - Agriculture' ","'England' ",975
2007 ,"'D4 - Agriculture' ","'Northern Ireland' ",110
2007 ,"'D4 - Agriculture' ","'Scotland' ",150
2007 ,"'D4 - Agriculture' ","'Wales' ",100
2007 ,"'D5 - Forestry & arboriculture' ","'England' ",90
2007 ,"'D5 - Forestry & arboriculture' ","'Scotland' ",5
2007 ,"'D5 - Forestry & arboriculture' ","'Wales' ",15
2007 ,"'D6 - Food and Beverage studies' ","'England' ",275
2007 ,"'D6 - Food and Beverage studies' ","'Northern Ireland' ",25
2007 ,"'D6 - Food and Beverage studies' ","'Scotland' ",15
2007 ,"'D6 - Food and Beverage studies' ","'Wales' ",15
2007 ,"'D7 - Agricultural Sciences' ","'England' ",25
2007 ,"'D7 - Agricultural Sciences' ","'Scotland' ",15
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'England' ",35
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'England' ",65
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Wales' ",10
2007 ,"'F0 - Physical Sciences: any area of study' ","'England' ",80
2007 ,"'F1 - Chemistry' ","'England' ",2890
2007 ,"'F1 - Chemistry' ","'Northern Ireland' ",55
2007 ,"'F1 - Chemistry' ","'Scotland' ",470
2007 ,"'F1 - Chemistry' ","'Wales' ",135
2007 ,"'F2 - Materials Science' ","'England' ",5
2007 ,"'F2 - Materials Science' ","'Scotland' ",5
2007 ,"'F3 - Physics' ","'England' ",2355
2007 ,"'F3 - Physics' ","'Northern Ireland' ",35
2007 ,"'F3 - Physics' ","'Scotland' ",420
2007 ,"'F3 - Physics' ","'Wales' ",155
2007 ,"'F4 - Forensic and Archaeological Science' ","'England' ",1400
2007 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ",205
2007 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ",220
2007 ,"'F5 - Astronomy' ","'England' ",75
2007 ,"'F5 - Astronomy' ","'Scotland' ",35
2007 ,"'F5 - Astronomy' ","'Wales' ",15
2007 ,"'F6 - Geology' ","'England' ",965
2007 ,"'F6 - Geology' ","'Scotland' ",200
2007 ,"'F6 - Geology' ","'Wales' ",190
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ",1085
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Northern Ireland' ",70
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Scotland' ",45
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Wales' ",20
2007 ,"'F8 - Physical geographical sciences' ","'England' ",2340
2007 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ",185
2007 ,"'F8 - Physical geographical sciences' ","'Scotland' ",215
2007 ,"'F8 - Physical geographical sciences' ","'Wales' ",370
2007 ,"'F9 - Others in Physical Sciences' ","'England' ",310
2007 ,"'F9 - Others in Physical Sciences' ","'Scotland' ",10
2007 ,"'F9 - Others in Physical Sciences' ","'Wales' ",45
2007 ,"'FF - Combinations within Physical Sciences' ","'England' ",705
2007 ,"'FF - Combinations within Physical Sciences' ","'Northern Ireland' ",10
2007 ,"'FF - Combinations within Physical Sciences' ","'Scotland' ",150
2007 ,"'FF - Combinations within Physical Sciences' ","'Wales' ",25
2007 ,"'G0 - Mathematical Sciences: any area' ","'England' ",15
2007 ,"'G0 - Mathematical Sciences: any area' ","'Scotland' ",10
2007 ,"'G1 - Mathematics' ","'England' ",4425
2007 ,"'G1 - Mathematics' ","'Northern Ireland' ",105
2007 ,"'G1 - Mathematics' ","'Scotland' ",375
2007 ,"'G1 - Mathematics' ","'Wales' ",230
2007 ,"'G2 - Operational Research' ","'England' ",15
2007 ,"'G2 - Operational Research' ","'Scotland' ",30
2007 ,"'G3 - Statistics' ","'England' ",180
2007 ,"'G9 - Others in Mathematical Sciences' ","'England' ",20
2007 ,"'GG - Combinations within Mathematical Sciences' ","'England' ",295
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Northern Ireland' ",5
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Scotland' ",120
2007 ,"'H0 - Engineering: any area of study' ","'England' ",90
2007 ,"'H1 - General Engineering' ","'England' ",2605
2007 ,"'H1 - General Engineering' ","'Northern Ireland' ",40
2007 ,"'H1 - General Engineering' ","'Scotland' ",160
2007 ,"'H1 - General Engineering' ","'Wales' ",85
2007 ,"'H2 - Civil Engineering' ","'England' ",2730
2007 ,"'H2 - Civil Engineering' ","'Northern Ireland' ",160
2007 ,"'H2 - Civil Engineering' ","'Scotland' ",600
2007 ,"'H2 - Civil Engineering' ","'Wales' ",255
2007 ,"'H3 - Mechanical Engineering' ","'England' ",3765
2007 ,"'H3 - Mechanical Engineering' ","'Northern Ireland' ",90
2007 ,"'H3 - Mechanical Engineering' ","'Scotland' ",610
2007 ,"'H3 - Mechanical Engineering' ","'Wales' ",250
2007 ,"'H4 - Aerospace Engineering' ","'England' ",1620
2007 ,"'H4 - Aerospace Engineering' ","'Northern Ireland' ",25
2007 ,"'H4 - Aerospace Engineering' ","'Scotland' ",130
2007 ,"'H4 - Aerospace Engineering' ","'Wales' ",85
2007 ,"'H5 - Naval Architecture' ","'England' ",110
2007 ,"'H5 - Naval Architecture' ","'Scotland' ",25
2007 ,"'H5 - Naval Architecture' ","'Wales' ",5
2007 ,"'H6 - Electronic and Electrical Engineering' ","'England' ",3830
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Northern Ireland' ",35
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Scotland' ",605
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Wales' ",250
2007 ,"'H7 - Production and Manufacturing Engineering' ","'England' ",600
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Northern Ireland' ",40
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Scotland' ",105
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'England' ",1115
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Northern Ireland' ",10
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Scotland' ",280
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Wales' ",30
2007 ,"'H9 - Others in Engineering' ","'England' ",5
2007 ,"'HH - Combinations within Engineering' ","'England' ",440
2007 ,"'HH - Combinations within Engineering' ","'Northern Ireland' ",30
2007 ,"'HH - Combinations within Engineering' ","'Scotland' ",265
2007 ,"'HH - Combinations within Engineering' ","'Wales' ",20
2007 ,"'I1 - Computer Science' ","'England' ",9205
2007 ,"'I1 - Computer Science' ","'Northern Ireland' ",450
2007 ,"'I1 - Computer Science' ","'Scotland' ",1265
2007 ,"'I1 - Computer Science' ","'Wales' ",500
2007 ,"'I2 - Information Systems' ","'England' ",2880
2007 ,"'I2 - Information Systems' ","'Northern Ireland' ",65
2007 ,"'I2 - Information Systems' ","'Scotland' ",120
2007 ,"'I2 - Information Systems' ","'Wales' ",180
2007 ,"'I3 - Software Engineering' ","'England' ",1255
2007 ,"'I3 - Software Engineering' ","'Northern Ireland' ",15
2007 ,"'I3 - Software Engineering' ","'Scotland' ",105
2007 ,"'I3 - Software Engineering' ","'Wales' ",35
2007 ,"'I4 - Artificial Intelligence' ","'England' ",50
2007 ,"'I4 - Artificial Intelligence' ","'Northern Ireland' ",5
2007 ,"'I4 - Artificial Intelligence' ","'Scotland' ",15
2007 ,"'I9 - Others in Computer Sciences' ","'England' ",35
2007 ,"'II - Combinations in Computer Sciences' ","'England' ",855
2007 ,"'II - Combinations in Computer Sciences' ","'Northern Ireland' ",100
2007 ,"'II - Combinations in Computer Sciences' ","'Scotland' ",50
2007 ,"'II - Combinations in Computer Sciences' ","'Wales' ",95
2007 ,"'J1 - Minerals Technology' ","'England' ",40
2007 ,"'J2 - Metallurgy' ","'England' ",5
2007 ,"'J4 - Polymers and Textiles' ","'England' ",140
2007 ,"'J4 - Polymers and Textiles' ","'Scotland' ",40
2007 ,"'J5 - Materials Technology not otherwise spec' ","'England' ",290
2007 ,"'J5 - Materials Technology not otherwise spec' ","'Wales' ",20
2007 ,"'J6 - Maritime Technology' ","'England' ",210
2007 ,"'J6 - Maritime Technology' ","'Scotland' ",10
2007 ,"'J7 - Biotechnology' ","'England' ",105
2007 ,"'J7 - Biotechnology' ","'Scotland' ",25
2007 ,"'J9 - Others in Technology' ","'England' ",1400
2007 ,"'J9 - Others in Technology' ","'Northern Ireland' ",65
2007 ,"'J9 - Others in Technology' ","'Scotland' ",55
2007 ,"'J9 - Others in Technology' ","'Wales' ",165
2007 ,"'JJ - Combinations within Technology' ","'England' ",15
2007 ,"'K1 - Architecture' ","'England' ",3005
2007 ,"'K1 - Architecture' ","'Northern Ireland' ",145
2007 ,"'K1 - Architecture' ","'Scotland' ",550
2007 ,"'K1 - Architecture' ","'Wales' ",90
2007 ,"'K2 - Building' ","'England' ",2955
2007 ,"'K2 - Building' ","'Northern Ireland' ",350
2007 ,"'K2 - Building' ","'Scotland' ",500
2007 ,"'K2 - Building' ","'Wales' ",105
2007 ,"'K3 - Landscape & Garden Design' ","'England' ",160
2007 ,"'K3 - Landscape & Garden Design' ","'Scotland' ",30
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'England' ",800
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Northern Ireland' ",85
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Scotland' ",100
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Wales' ",85
2007 ,"'K9 - Others in Architecture,Build & Plan' ","'England' ",10
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'England' ",275
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'Northern Ireland' ",50
2007 ,"'L0 - Social Studies: any area of study' ","'England' ",45
2007 ,"'L1 - Economics' ","'England' ",4780
2007 ,"'L1 - Economics' ","'Northern Ireland' ",65
2007 ,"'L1 - Economics' ","'Scotland' ",270
2007 ,"'L1 - Economics' ","'Wales' ",210
2007 ,"'L2 - Politics' ","'England' ",3485
2007 ,"'L2 - Politics' ","'Northern Ireland' ",105
2007 ,"'L2 - Politics' ","'Scotland' ",310
2007 ,"'L2 - Politics' ","'Wales' ",270
2007 ,"'L3 - Sociology' ","'England' ",3185
2007 ,"'L3 - Sociology' ","'Northern Ireland' ",110
2007 ,"'L3 - Sociology' ","'Scotland' ",720
2007 ,"'L3 - Sociology' ","'Wales' ",205
2007 ,"'L4 - Social Policy' ","'England' ",1010
2007 ,"'L4 - Social Policy' ","'Northern Ireland' ",55
2007 ,"'L4 - Social Policy' ","'Scotland' ",20
2007 ,"'L4 - Social Policy' ","'Wales' ",130
2007 ,"'L5 - Social Work' ","'England' ",7675
2007 ,"'L5 - Social Work' ","'Northern Ireland' ",365
2007 ,"'L5 - Social Work' ","'Scotland' ",650
2007 ,"'L5 - Social Work' ","'Wales' ",480
2007 ,"'L6 - Anthropology' ","'England' ",545
2007 ,"'L6 - Anthropology' ","'Northern Ireland' ",15
2007 ,"'L6 - Anthropology' ","'Scotland' ",65
2007 ,"'L6 - Anthropology' ","'Wales' ",10
2007 ,"'L7 - Human and Social Geography' ","'England' ",2140
2007 ,"'L7 - Human and Social Geography' ","'Scotland' ",165
2007 ,"'L7 - Human and Social Geography' ","'Wales' ",80
2007 ,"'L9 - Others in Social Studies' ","'England' ",455
2007 ,"'LL - Combinations within Social Studies' ","'England' ",2360
2007 ,"'LL - Combinations within Social Studies' ","'Northern Ireland' ",105
2007 ,"'LL - Combinations within Social Studies' ","'Scotland' ",250
2007 ,"'LL - Combinations within Social Studies' ","'Wales' ",80
2007 ,"'M1 - Law by Area' ","'England' ",13010
2007 ,"'M1 - Law by Area' ","'Northern Ireland' ",360
2007 ,"'M1 - Law by Area' ","'Scotland' ",1205
2007 ,"'M1 - Law by Area' ","'Wales' ",940
2007 ,"'M2 - Law by Topic' ","'England' ",995
2007 ,"'M2 - Law by Topic' ","'Scotland' ",115
2007 ,"'M2 - Law by Topic' ","'Wales' ",20
2007 ,"'M9 - Others in Law' ","'England' ",1600
2007 ,"'M9 - Others in Law' ","'Northern Ireland' ",105
2007 ,"'M9 - Others in Law' ","'Scotland' ",145
2007 ,"'M9 - Others in Law' ","'Wales' ",115
2007 ,"'MM - Combinations within Law' ","'England' ",425
2007 ,"'MM - Combinations within Law' ","'Scotland' ",20
2007 ,"'MM - Combinations within Law' ","'Wales' ",15
2007 ,"'N0 - Business & Admin studies: any area' ","'England' ",15
2007 ,"'N1 - Business studies' ","'England' ",8850
2007 ,"'N1 - Business studies' ","'Northern Ireland' ",350
2007 ,"'N1 - Business studies' ","'Scotland' ",880
2007 ,"'N1 - Business studies' ","'Wales' ",580
2007 ,"'N2 - Management studies' ","'England' ",8575
2007 ,"'N2 - Management studies' ","'Northern Ireland' ",55
2007 ,"'N2 - Management studies' ","'Scotland' ",875
2007 ,"'N2 - Management studies' ","'Wales' ",310
2007 ,"'N3 - Finance' ","'England' ",975
2007 ,"'N3 - Finance' ","'Northern Ireland' ",140
2007 ,"'N3 - Finance' ","'Scotland' ",105
2007 ,"'N3 - Finance' ","'Wales' ",50
2007 ,"'N4 - Accounting' ","'England' ",4360
2007 ,"'N4 - Accounting' ","'Northern Ireland' ",170
2007 ,"'N4 - Accounting' ","'Scotland' ",730
2007 ,"'N4 - Accounting' ","'Wales' ",270
2007 ,"'N5 - Marketing' ","'England' ",3080
2007 ,"'N5 - Marketing' ","'Northern Ireland' ",115
2007 ,"'N5 - Marketing' ","'Scotland' ",230
2007 ,"'N5 - Marketing' ","'Wales' ",75
2007 ,"'N6 - Human Resource Management' ","'England' ",510
2007 ,"'N6 - Human Resource Management' ","'Northern Ireland' ",80
2007 ,"'N6 - Human Resource Management' ","'Scotland' ",60
2007 ,"'N6 - Human Resource Management' ","'Wales' ",25
2007 ,"'N7 - Office Skills' ","'England' ",15
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'England' ",6185
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Northern Ireland' ",155
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Scotland' ",970
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Wales' ",310
2007 ,"'N9 - Others in Business & Admin Studies' ","'England' ",395
2007 ,"'N9 - Others in Business & Admin Studies' ","'Northern Ireland' ",40
2007 ,"'N9 - Others in Business & Admin Studies' ","'Scotland' ",30
2007 ,"'N9 - Others in Business & Admin Studies' ","'Wales' ",25
2007 ,"'NN - Combinations within Business & Admin Studies' ","'England' ",8795
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Northern Ireland' ",100
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Scotland' ",780
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Wales' ",460
2007 ,"'P1 - Information Services' ","'England' ",90
2007 ,"'P1 - Information Services' ","'Scotland' ",15
2007 ,"'P1 - Information Services' ","'Wales' ",10
2007 ,"'P2 - Publicity studies' ","'England' ",370
2007 ,"'P2 - Publicity studies' ","'Northern Ireland' ",30
2007 ,"'P3 - Media studies' ","'England' ",4245
2007 ,"'P3 - Media studies' ","'Northern Ireland' ",85
2007 ,"'P3 - Media studies' ","'Scotland' ",230
2007 ,"'P3 - Media studies' ","'Wales' ",360
2007 ,"'P4 - Publishing' ","'England' ",55
2007 ,"'P4 - Publishing' ","'Scotland' ",20
2007 ,"'P5 - Journalism' ","'England' ",1970
2007 ,"'P5 - Journalism' ","'Scotland' ",140
2007 ,"'P5 - Journalism' ","'Wales' ",35
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'England' ",510
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Northern Ireland' ",80
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Scotland' ",85
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Wales' ",20
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'England' ",925
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Northern Ireland' ",10
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Scotland' ",140
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Wales' ",55
2007 ,"'Q1 - Linguistics' ","'England' ",305
2007 ,"'Q1 - Linguistics' ","'Northern Ireland' ",35
2007 ,"'Q1 - Linguistics' ","'Scotland' ",10
2007 ,"'Q1 - Linguistics' ","'Wales' ",25
2007 ,"'Q2 - Comparative Literary studies' ","'England' ",105
2007 ,"'Q2 - Comparative Literary studies' ","'Scotland' ",10
2007 ,"'Q3 - English studies' ","'England' ",7120
2007 ,"'Q3 - English studies' ","'Northern Ireland' ",225
2007 ,"'Q3 - English studies' ","'Scotland' ",490
2007 ,"'Q3 - English studies' ","'Wales' ",545
2007 ,"'Q4 - Ancient Language studies' ","'England' ",10
2007 ,"'Q5 - Celtic studies' ","'England' ",5
2007 ,"'Q5 - Celtic studies' ","'Northern Ireland' ",50
2007 ,"'Q5 - Celtic studies' ","'Scotland' ",20
2007 ,"'Q5 - Celtic studies' ","'Wales' ",65
2007 ,"'Q6 - Latin studies' ","'England' ",5
2007 ,"'Q7 - Classical Greek studies' ","'England' ",5
2007 ,"'Q7 - Classical Greek studies' ","'Scotland' ",5
2007 ,"'Q8 - Classical studies' ","'England' ",780
2007 ,"'Q8 - Classical studies' ","'Scotland' ",60
2007 ,"'Q8 - Classical studies' ","'Wales' ",25
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'England' ",80
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'Northern Ireland' ",5
2007 ,"'Q9 - Others in Linguistics,Classics & related' ","'Wales' ",10
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'England' ",735
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Northern Ireland' ",10
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Scotland' ",65
2007 ,"'QQ - Combinations within Linguistics,Classics & related' ","'Wales' ",60
2007 ,"'R0 - European Langs,Lit & related: any area' ","'England' ",100
2007 ,"'R1 - French studies' ","'England' ",520
2007 ,"'R1 - French studies' ","'Northern Ireland' ",20
2007 ,"'R1 - French studies' ","'Scotland' ",45
2007 ,"'R1 - French studies' ","'Wales' ",35
2007 ,"'R2 - German studies' ","'England' ",205
2007 ,"'R2 - German studies' ","'Northern Ireland' ",5
2007 ,"'R2 - German studies' ","'Scotland' ",20
2007 ,"'R2 - German studies' ","'Wales' ",15
2007 ,"'R3 - Italian studies' ","'England' ",65
2007 ,"'R3 - Italian studies' ","'Scotland' ",5
2007 ,"'R3 - Italian studies' ","'Wales' ",15
2007 ,"'R4 - Spanish studies' ","'England' ",220
2007 ,"'R4 - Spanish studies' ","'Northern Ireland' ",25
2007 ,"'R4 - Spanish studies' ","'Scotland' ",35
2007 ,"'R4 - Spanish studies' ","'Wales' ",35
2007 ,"'R6 - Scandinavian studies' ","'England' ",10
2007 ,"'R7 - Russian and East European studies' ","'England' ",65
2007 ,"'R7 - Russian and East European studies' ","'Scotland' ",10
2007 ,"'R9 - Others in European Langs,Lit and related' ","'England' ",715
2007 ,"'R9 - Others in European Langs,Lit and related' ","'Northern Ireland' ",10
2007 ,"'R9 - Others in European Langs,Lit and related' ","'Scotland' ",75
2007 ,"'R9 - Others in European Langs,Lit and related' ","'Wales' ",35
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'England' ",1380
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'Northern Ireland' ",45
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'Scotland' ",215
2007 ,"'RR - Combinations within European Langs,Lit and related' ","'Wales' ",120
2007 ,"'T1 - Chinese studies' ","'England' ",115
2007 ,"'T1 - Chinese studies' ","'Scotland' ",20
2007 ,"'T2 - Japanese studies' ","'England' ",135
2007 ,"'T2 - Japanese studies' ","'Scotland' ",20
2007 ,"'T3 - South Asian studies' ","'England' ",35
2007 ,"'T4 - Other Asian studies' ","'England' ",5
2007 ,"'T5 - African studies' ","'England' ",20
2007 ,"'T6 - Modern Middle Eastern studies' ","'England' ",130
2007 ,"'T6 - Modern Middle Eastern studies' ","'Scotland' ",10
2007 ,"'T7 - American studies' ","'England' ",435
2007 ,"'T7 - American studies' ","'Northern Ireland' ",15
2007 ,"'T7 - American studies' ","'Scotland' ",5
2007 ,"'T7 - American studies' ","'Wales' ",30
2007 ,"'T9 - Others in non-European Langs, Lit & related' ","'England' ",620
2007 ,"'T9 - Others in non-European Langs, Lit & related' ","'Scotland' ",70
2007 ,"'TT - Combinations within non-European Langs & related' ","'England' ",40
2007 ,"'V1 - History by Period' ","'England' ",6095
2007 ,"'V1 - History by Period' ","'Northern Ireland' ",150
2007 ,"'V1 - History by Period' ","'Scotland' ",430
2007 ,"'V1 - History by Period' ","'Wales' ",550
2007 ,"'V2 - History by Area' ","'England' ",40
2007 ,"'V2 - History by Area' ","'Northern Ireland' ",15
2007 ,"'V2 - History by Area' ","'Scotland' ",20
2007 ,"'V2 - History by Area' ","'Wales' ",5
2007 ,"'V3 - History by Topic' ","'England' ",1025
2007 ,"'V3 - History by Topic' ","'Scotland' ",145
2007 ,"'V3 - History by Topic' ","'Wales' ",5
2007 ,"'V4 - Archaeology' ","'England' ",455
