"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Provider Country 2016 , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_025_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Provider Country 2016 , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'England' ","'Firm choice' ",6715
2007 ,"'Group C Biological Sciences' ","'Scotland' ","'Main scheme Clearing' ",195
2007 ,"'Group C Biological Sciences' ","'Scotland' ","'Direct Clearing' ",35
2007 ,"'Group C Biological Sciences' ","'Scotland' ","'RPA' ",190
2007 ,"'Group C Biological Sciences' ","'Wales' ","'Firm choice' ",1925
2007 ,"'Group C Biological Sciences' ","'Wales' ","'Insurance choice' ",160
2007 ,"'Group C Biological Sciences' ","'Wales' ","'Other main scheme choice' ",45
2007 ,"'Group C Biological Sciences' ","'Wales' ","'Extra' ",20
2007 ,"'Group C Biological Sciences' ","'Wales' ","'Main scheme Clearing' ",170
2007 ,"'Group C Biological Sciences' ","'Wales' ","'Direct Clearing' ",55
2007 ,"'Group C Biological Sciences' ","'Wales' ","'RPA' ",55
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'England' ","'Firm choice' ",2575
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'England' ","'Insurance choice' ",105
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'England' ","'Other main scheme choice' ",195
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'England' ","'Extra' ",15
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'England' ","'Main scheme Clearing' ",150
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'England' ","'Direct Clearing' ",195
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'England' ","'RPA' ",195
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Northern Ireland' ","'Firm choice' ",75
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Northern Ireland' ","'Insurance choice' ",15
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Northern Ireland' ","'Other main scheme choice' ",10
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Northern Ireland' ","'Main scheme Clearing' ",20
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Northern Ireland' ","'Direct Clearing' ",20
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Scotland' ","'Firm choice' ",325
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Scotland' ","'Insurance choice' ",10
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Scotland' ","'Other main scheme choice' ",15
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Scotland' ","'Main scheme Clearing' ",25
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Scotland' ","'Direct Clearing' ",10
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Scotland' ","'RPA' ",170
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Wales' ","'Firm choice' ",145
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Wales' ","'Insurance choice' ",10
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Wales' ","'Other main scheme choice' ",10
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Wales' ","'Main scheme Clearing' ",15
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Wales' ","'Direct Clearing' ",10
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Wales' ","'RPA' ",5
2007 ,"'Group F Physical Sciences' ","'England' ","'Firm choice' ",9525
2007 ,"'Group F Physical Sciences' ","'England' ","'Insurance choice' ",945
2007 ,"'Group F Physical Sciences' ","'England' ","'Other main scheme choice' ",285
2007 ,"'Group F Physical Sciences' ","'England' ","'Extra' ",70
2007 ,"'Group F Physical Sciences' ","'England' ","'Main scheme Clearing' ",805
2007 ,"'Group F Physical Sciences' ","'England' ","'Direct Clearing' ",210
2007 ,"'Group F Physical Sciences' ","'England' ","'RPA' ",365
2007 ,"'Group F Physical Sciences' ","'Northern Ireland' ","'Firm choice' ",255
2007 ,"'Group F Physical Sciences' ","'Northern Ireland' ","'Insurance choice' ",45
2007 ,"'Group F Physical Sciences' ","'Northern Ireland' ","'Other main scheme choice' ",10
2007 ,"'Group F Physical Sciences' ","'Northern Ireland' ","'Extra' ",5
2007 ,"'Group F Physical Sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",20
2007 ,"'Group F Physical Sciences' ","'Northern Ireland' ","'Direct Clearing' ",15
2007 ,"'Group F Physical Sciences' ","'Scotland' ","'Firm choice' ",1395
2007 ,"'Group F Physical Sciences' ","'Scotland' ","'Insurance choice' ",110
2007 ,"'Group F Physical Sciences' ","'Scotland' ","'Other main scheme choice' ",55
2007 ,"'Group F Physical Sciences' ","'Scotland' ","'Extra' ",10
2007 ,"'Group F Physical Sciences' ","'Scotland' ","'Main scheme Clearing' ",75
2007 ,"'Group F Physical Sciences' ","'Scotland' ","'Direct Clearing' ",20
2007 ,"'Group F Physical Sciences' ","'Scotland' ","'RPA' ",85
2007 ,"'Group F Physical Sciences' ","'Wales' ","'Firm choice' ",900
2007 ,"'Group F Physical Sciences' ","'Wales' ","'Insurance choice' ",90
2007 ,"'Group F Physical Sciences' ","'Wales' ","'Other main scheme choice' ",25
2007 ,"'Group F Physical Sciences' ","'Wales' ","'Extra' ",10
2007 ,"'Group F Physical Sciences' ","'Wales' ","'Main scheme Clearing' ",75
2007 ,"'Group F Physical Sciences' ","'Wales' ","'Direct Clearing' ",15
2007 ,"'Group F Physical Sciences' ","'Wales' ","'RPA' ",55
2007 ,"'Group G Mathematical Sciences' ","'England' ","'Firm choice' ",3590
2007 ,"'Group G Mathematical Sciences' ","'England' ","'Insurance choice' ",690
2007 ,"'Group G Mathematical Sciences' ","'England' ","'Other main scheme choice' ",85
2007 ,"'Group G Mathematical Sciences' ","'England' ","'Extra' ",45
2007 ,"'Group G Mathematical Sciences' ","'England' ","'Main scheme Clearing' ",365
2007 ,"'Group G Mathematical Sciences' ","'England' ","'Direct Clearing' ",80
2007 ,"'Group G Mathematical Sciences' ","'England' ","'RPA' ",100
2007 ,"'Group G Mathematical Sciences' ","'Northern Ireland' ","'Firm choice' ",85
2007 ,"'Group G Mathematical Sciences' ","'Northern Ireland' ","'Insurance choice' ",15
2007 ,"'Group G Mathematical Sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'Northern Ireland' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'Scotland' ","'Firm choice' ",385
2007 ,"'Group G Mathematical Sciences' ","'Scotland' ","'Insurance choice' ",40
2007 ,"'Group G Mathematical Sciences' ","'Scotland' ","'Other main scheme choice' ",20
2007 ,"'Group G Mathematical Sciences' ","'Scotland' ","'Main scheme Clearing' ",30
2007 ,"'Group G Mathematical Sciences' ","'Scotland' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'Scotland' ","'RPA' ",55
2007 ,"'Group G Mathematical Sciences' ","'Wales' ","'Firm choice' ",150
2007 ,"'Group G Mathematical Sciences' ","'Wales' ","'Insurance choice' ",40
2007 ,"'Group G Mathematical Sciences' ","'Wales' ","'Other main scheme choice' ",10
2007 ,"'Group G Mathematical Sciences' ","'Wales' ","'Extra' ",5
2007 ,"'Group G Mathematical Sciences' ","'Wales' ","'Main scheme Clearing' ",15
2007 ,"'Group G Mathematical Sciences' ","'Wales' ","'RPA' ",10
2007 ,"'Group H Engineering' ","'England' ","'Firm choice' ",10885
2007 ,"'Group H Engineering' ","'England' ","'Insurance choice' ",1270
2007 ,"'Group H Engineering' ","'England' ","'Other main scheme choice' ",1230
2007 ,"'Group H Engineering' ","'England' ","'Extra' ",110
2007 ,"'Group H Engineering' ","'England' ","'Main scheme Clearing' ",1265
2007 ,"'Group H Engineering' ","'England' ","'Direct Clearing' ",470
2007 ,"'Group H Engineering' ","'England' ","'RPA' ",1675
2007 ,"'Group H Engineering' ","'Northern Ireland' ","'Firm choice' ",320
2007 ,"'Group H Engineering' ","'Northern Ireland' ","'Insurance choice' ",65
2007 ,"'Group H Engineering' ","'Northern Ireland' ","'Other main scheme choice' ",10
2007 ,"'Group H Engineering' ","'Northern Ireland' ","'Extra' ",5
2007 ,"'Group H Engineering' ","'Northern Ireland' ","'Main scheme Clearing' ",30
2007 ,"'Group H Engineering' ","'Northern Ireland' ","'Direct Clearing' ",5
2007 ,"'Group H Engineering' ","'Scotland' ","'Firm choice' ",1875
2007 ,"'Group H Engineering' ","'Scotland' ","'Insurance choice' ",185
2007 ,"'Group H Engineering' ","'Scotland' ","'Other main scheme choice' ",195
2007 ,"'Group H Engineering' ","'Scotland' ","'Main scheme Clearing' ",150
2007 ,"'Group H Engineering' ","'Scotland' ","'Direct Clearing' ",55
2007 ,"'Group H Engineering' ","'Scotland' ","'RPA' ",325
2007 ,"'Group H Engineering' ","'Wales' ","'Firm choice' ",640
2007 ,"'Group H Engineering' ","'Wales' ","'Insurance choice' ",70
2007 ,"'Group H Engineering' ","'Wales' ","'Other main scheme choice' ",45
2007 ,"'Group H Engineering' ","'Wales' ","'Extra' ",15
2007 ,"'Group H Engineering' ","'Wales' ","'Main scheme Clearing' ",55
2007 ,"'Group H Engineering' ","'Wales' ","'Direct Clearing' ",35
2007 ,"'Group H Engineering' ","'Wales' ","'RPA' ",125
2007 ,"'Group I Computer Sciences' ","'England' ","'Firm choice' ",8990
2007 ,"'Group I Computer Sciences' ","'England' ","'Insurance choice' ",740
2007 ,"'Group I Computer Sciences' ","'England' ","'Other main scheme choice' ",870
2007 ,"'Group I Computer Sciences' ","'England' ","'Extra' ",85
2007 ,"'Group I Computer Sciences' ","'England' ","'Main scheme Clearing' ",1200
2007 ,"'Group I Computer Sciences' ","'England' ","'Direct Clearing' ",575
2007 ,"'Group I Computer Sciences' ","'England' ","'RPA' ",1830
2007 ,"'Group I Computer Sciences' ","'Northern Ireland' ","'Firm choice' ",480
2007 ,"'Group I Computer Sciences' ","'Northern Ireland' ","'Insurance choice' ",85
2007 ,"'Group I Computer Sciences' ","'Northern Ireland' ","'Other main scheme choice' ",15
2007 ,"'Group I Computer Sciences' ","'Northern Ireland' ","'Extra' ",5
2007 ,"'Group I Computer Sciences' ","'Northern Ireland' ","'Main scheme Clearing' ",35
2007 ,"'Group I Computer Sciences' ","'Northern Ireland' ","'Direct Clearing' ",20
2007 ,"'Group I Computer Sciences' ","'Scotland' ","'Firm choice' ",1085
2007 ,"'Group I Computer Sciences' ","'Scotland' ","'Insurance choice' ",65
2007 ,"'Group I Computer Sciences' ","'Scotland' ","'Other main scheme choice' ",120
2007 ,"'Group I Computer Sciences' ","'Scotland' ","'Extra' ",5
2007 ,"'Group I Computer Sciences' ","'Scotland' ","'Main scheme Clearing' ",65
2007 ,"'Group I Computer Sciences' ","'Scotland' ","'Direct Clearing' ",40
2007 ,"'Group I Computer Sciences' ","'Scotland' ","'RPA' ",175
2007 ,"'Group I Computer Sciences' ","'Wales' ","'Firm choice' ",575
2007 ,"'Group I Computer Sciences' ","'Wales' ","'Insurance choice' ",30
2007 ,"'Group I Computer Sciences' ","'Wales' ","'Other main scheme choice' ",35
2007 ,"'Group I Computer Sciences' ","'Wales' ","'Extra' ",5
2007 ,"'Group I Computer Sciences' ","'Wales' ","'Main scheme Clearing' ",45
2007 ,"'Group I Computer Sciences' ","'Wales' ","'Direct Clearing' ",30
2007 ,"'Group I Computer Sciences' ","'Wales' ","'RPA' ",90
2007 ,"'Group J Technologies' ","'England' ","'Firm choice' ",1525
2007 ,"'Group J Technologies' ","'England' ","'Insurance choice' ",70
2007 ,"'Group J Technologies' ","'England' ","'Other main scheme choice' ",145
2007 ,"'Group J Technologies' ","'England' ","'Extra' ",20
2007 ,"'Group J Technologies' ","'England' ","'Main scheme Clearing' ",125
2007 ,"'Group J Technologies' ","'England' ","'Direct Clearing' ",65
2007 ,"'Group J Technologies' ","'England' ","'RPA' ",260
2007 ,"'Group J Technologies' ","'Northern Ireland' ","'Firm choice' ",50
2007 ,"'Group J Technologies' ","'Northern Ireland' ","'Insurance choice' ",10
2007 ,"'Group J Technologies' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2007 ,"'Group J Technologies' ","'Scotland' ","'Firm choice' ",110
2007 ,"'Group J Technologies' ","'Scotland' ","'Insurance choice' ",5
2007 ,"'Group J Technologies' ","'Scotland' ","'Other main scheme choice' ",5
2007 ,"'Group J Technologies' ","'Scotland' ","'Main scheme Clearing' ",5
2007 ,"'Group J Technologies' ","'Scotland' ","'Direct Clearing' ",5
2007 ,"'Group J Technologies' ","'Scotland' ","'RPA' ",5
2007 ,"'Group J Technologies' ","'Wales' ","'Firm choice' ",135
2007 ,"'Group J Technologies' ","'Wales' ","'Insurance choice' ",5
2007 ,"'Group J Technologies' ","'Wales' ","'Other main scheme choice' ",15
2007 ,"'Group J Technologies' ","'Wales' ","'Main scheme Clearing' ",5
2007 ,"'Group J Technologies' ","'Wales' ","'Direct Clearing' ",5
2007 ,"'Group J Technologies' ","'Wales' ","'RPA' ",25
2007 ,"'Group K Architecture, Building and Planning' ","'England' ","'Firm choice' ",4915
2007 ,"'Group K Architecture, Building and Planning' ","'England' ","'Insurance choice' ",495
2007 ,"'Group K Architecture, Building and Planning' ","'England' ","'Other main scheme choice' ",420
2007 ,"'Group K Architecture, Building and Planning' ","'England' ","'Extra' ",60
2007 ,"'Group K Architecture, Building and Planning' ","'England' ","'Main scheme Clearing' ",535
2007 ,"'Group K Architecture, Building and Planning' ","'England' ","'Direct Clearing' ",190
2007 ,"'Group K Architecture, Building and Planning' ","'England' ","'RPA' ",590
2007 ,"'Group K Architecture, Building and Planning' ","'Northern Ireland' ","'Firm choice' ",505
2007 ,"'Group K Architecture, Building and Planning' ","'Northern Ireland' ","'Insurance choice' ",95
2007 ,"'Group K Architecture, Building and Planning' ","'Northern Ireland' ","'Other main scheme choice' ",15
2007 ,"'Group K Architecture, Building and Planning' ","'Northern Ireland' ","'Extra' ",5
2007 ,"'Group K Architecture, Building and Planning' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2007 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'Firm choice' ",875
2007 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'Insurance choice' ",60
2007 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'Other main scheme choice' ",60
2007 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'Extra' ",5
2007 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'Main scheme Clearing' ",65
2007 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'Direct Clearing' ",30
2007 ,"'Group K Architecture, Building and Planning' ","'Scotland' ","'RPA' ",80
2007 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Firm choice' ",210
2007 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Insurance choice' ",10
2007 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Other main scheme choice' ",10
2007 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Main scheme Clearing' ",10
2007 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'Direct Clearing' ",10
2007 ,"'Group K Architecture, Building and Planning' ","'Wales' ","'RPA' ",30
2007 ,"'Group L Social Studies' ","'England' ","'Firm choice' ",18315
2007 ,"'Group L Social Studies' ","'England' ","'Insurance choice' ",1525
2007 ,"'Group L Social Studies' ","'England' ","'Other main scheme choice' ",1140
2007 ,"'Group L Social Studies' ","'England' ","'Extra' ",280
2007 ,"'Group L Social Studies' ","'England' ","'Main scheme Clearing' ",2200
2007 ,"'Group L Social Studies' ","'England' ","'Direct Clearing' ",575
2007 ,"'Group L Social Studies' ","'England' ","'RPA' ",1640
2007 ,"'Group L Social Studies' ","'Northern Ireland' ","'Firm choice' ",590
2007 ,"'Group L Social Studies' ","'Northern Ireland' ","'Insurance choice' ",95
2007 ,"'Group L Social Studies' ","'Northern Ireland' ","'Other main scheme choice' ",10
2007 ,"'Group L Social Studies' ","'Northern Ireland' ","'Extra' ",5
2007 ,"'Group L Social Studies' ","'Northern Ireland' ","'Main scheme Clearing' ",105
2007 ,"'Group L Social Studies' ","'Northern Ireland' ","'Direct Clearing' ",10
2007 ,"'Group L Social Studies' ","'Scotland' ","'Firm choice' ",1765
2007 ,"'Group L Social Studies' ","'Scotland' ","'Insurance choice' ",160
2007 ,"'Group L Social Studies' ","'Scotland' ","'Other main scheme choice' ",120
2007 ,"'Group L Social Studies' ","'Scotland' ","'Extra' ",25
2007 ,"'Group L Social Studies' ","'Scotland' ","'Main scheme Clearing' ",175
2007 ,"'Group L Social Studies' ","'Scotland' ","'Direct Clearing' ",45
2007 ,"'Group L Social Studies' ","'Scotland' ","'RPA' ",155
2007 ,"'Group L Social Studies' ","'Wales' ","'Firm choice' ",1055
2007 ,"'Group L Social Studies' ","'Wales' ","'Insurance choice' ",75
2007 ,"'Group L Social Studies' ","'Wales' ","'Other main scheme choice' ",55
2007 ,"'Group L Social Studies' ","'Wales' ","'Extra' ",10
2007 ,"'Group L Social Studies' ","'Wales' ","'Main scheme Clearing' ",100
2007 ,"'Group L Social Studies' ","'Wales' ","'Direct Clearing' ",70
2007 ,"'Group L Social Studies' ","'Wales' ","'RPA' ",105
2007 ,"'Group M Law' ","'England' ","'Firm choice' ",11030
2007 ,"'Group M Law' ","'England' ","'Insurance choice' ",1455
2007 ,"'Group M Law' ","'England' ","'Other main scheme choice' ",585
2007 ,"'Group M Law' ","'England' ","'Extra' ",160
2007 ,"'Group M Law' ","'England' ","'Main scheme Clearing' ",1490
2007 ,"'Group M Law' ","'England' ","'Direct Clearing' ",285
2007 ,"'Group M Law' ","'England' ","'RPA' ",1025
2007 ,"'Group M Law' ","'Northern Ireland' ","'Firm choice' ",375
2007 ,"'Group M Law' ","'Northern Ireland' ","'Insurance choice' ",45
2007 ,"'Group M Law' ","'Northern Ireland' ","'Other main scheme choice' ",10
2007 ,"'Group M Law' ","'Northern Ireland' ","'Main scheme Clearing' ",25
2007 ,"'Group M Law' ","'Northern Ireland' ","'Direct Clearing' ",5
2007 ,"'Group M Law' ","'Scotland' ","'Firm choice' ",1100
2007 ,"'Group M Law' ","'Scotland' ","'Insurance choice' ",100
2007 ,"'Group M Law' ","'Scotland' ","'Other main scheme choice' ",65
2007 ,"'Group M Law' ","'Scotland' ","'Extra' ",5
2007 ,"'Group M Law' ","'Scotland' ","'Main scheme Clearing' ",85
2007 ,"'Group M Law' ","'Scotland' ","'Direct Clearing' ",50
2007 ,"'Group M Law' ","'Scotland' ","'RPA' ",80
2007 ,"'Group M Law' ","'Wales' ","'Firm choice' ",775
2007 ,"'Group M Law' ","'Wales' ","'Insurance choice' ",80
2007 ,"'Group M Law' ","'Wales' ","'Other main scheme choice' ",50
2007 ,"'Group M Law' ","'Wales' ","'Extra' ",5
2007 ,"'Group M Law' ","'Wales' ","'Main scheme Clearing' ",55
2007 ,"'Group M Law' ","'Wales' ","'Direct Clearing' ",20
2007 ,"'Group M Law' ","'Wales' ","'RPA' ",105
2007 ,"'Group N Business and Admin studies' ","'England' ","'Firm choice' ",26810
2007 ,"'Group N Business and Admin studies' ","'England' ","'Insurance choice' ",3120
2007 ,"'Group N Business and Admin studies' ","'England' ","'Other main scheme choice' ",2245
2007 ,"'Group N Business and Admin studies' ","'England' ","'Extra' ",375
2007 ,"'Group N Business and Admin studies' ","'England' ","'Main scheme Clearing' ",3540
2007 ,"'Group N Business and Admin studies' ","'England' ","'Direct Clearing' ",1180
2007 ,"'Group N Business and Admin studies' ","'England' ","'RPA' ",4495
2007 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Firm choice' ",910
2007 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Insurance choice' ",115
2007 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Other main scheme choice' ",15
2007 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Extra' ",15
2007 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Main scheme Clearing' ",110
2007 ,"'Group N Business and Admin studies' ","'Northern Ireland' ","'Direct Clearing' ",40
2007 ,"'Group N Business and Admin studies' ","'Scotland' ","'Firm choice' ",3005
2007 ,"'Group N Business and Admin studies' ","'Scotland' ","'Insurance choice' ",250
2007 ,"'Group N Business and Admin studies' ","'Scotland' ","'Other main scheme choice' ",345
2007 ,"'Group N Business and Admin studies' ","'Scotland' ","'Extra' ",25
2007 ,"'Group N Business and Admin studies' ","'Scotland' ","'Main scheme Clearing' ",300
2007 ,"'Group N Business and Admin studies' ","'Scotland' ","'Direct Clearing' ",95
2007 ,"'Group N Business and Admin studies' ","'Scotland' ","'RPA' ",645
2007 ,"'Group N Business and Admin studies' ","'Wales' ","'Firm choice' ",1395
2007 ,"'Group N Business and Admin studies' ","'Wales' ","'Insurance choice' ",130
2007 ,"'Group N Business and Admin studies' ","'Wales' ","'Other main scheme choice' ",90
2007 ,"'Group N Business and Admin studies' ","'Wales' ","'Extra' ",15
2007 ,"'Group N Business and Admin studies' ","'Wales' ","'Main scheme Clearing' ",125
2007 ,"'Group N Business and Admin studies' ","'Wales' ","'Direct Clearing' ",70
2007 ,"'Group N Business and Admin studies' ","'Wales' ","'RPA' ",275
2007 ,"'Group P Mass Communication and Documentation' ","'England' ","'Firm choice' ",6145
2007 ,"'Group P Mass Communication and Documentation' ","'England' ","'Insurance choice' ",325
2007 ,"'Group P Mass Communication and Documentation' ","'England' ","'Other main scheme choice' ",315
2007 ,"'Group P Mass Communication and Documentation' ","'England' ","'Extra' ",105
2007 ,"'Group P Mass Communication and Documentation' ","'England' ","'Main scheme Clearing' ",545
2007 ,"'Group P Mass Communication and Documentation' ","'England' ","'Direct Clearing' ",205
