"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Age Band , Sex , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_008_01.pdf"
 
Cycle Year,Provider Name , Age Band , Sex,Number of Acceptances,
2007 ,"'C93 University for the Creative Arts (UCA)' ","'19' ","'Women' ",530
2007 ,"'C93 University for the Creative Arts (UCA)' ","'20' ","'Men' ",110
2007 ,"'C93 University for the Creative Arts (UCA)' ","'20' ","'Women' ",155
2007 ,"'C93 University for the Creative Arts (UCA)' ","'21 and over' ","'Men' ",175
2007 ,"'C93 University for the Creative Arts (UCA)' ","'21 and over' ","'Women' ",255
2007 ,"'C95 Cumbria Institute of the Arts' ","'18' ","'Men' ",65
2007 ,"'C95 Cumbria Institute of the Arts' ","'18' ","'Women' ",90
2007 ,"'C95 Cumbria Institute of the Arts' ","'19' ","'Men' ",35
2007 ,"'C95 Cumbria Institute of the Arts' ","'19' ","'Women' ",55
2007 ,"'C95 Cumbria Institute of the Arts' ","'20' ","'Men' ",25
2007 ,"'C95 Cumbria Institute of the Arts' ","'20' ","'Women' ",20
2007 ,"'C95 Cumbria Institute of the Arts' ","'21 and over' ","'Men' ",55
2007 ,"'C95 Cumbria Institute of the Arts' ","'21 and over' ","'Women' ",45
2007 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'18' ","'Men' ",35
2007 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'18' ","'Women' ",40
2007 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'19' ","'Men' ",15
2007 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'19' ","'Women' ",30
2007 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'20' ","'Men' ",15
2007 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'20' ","'Women' ",10
2007 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'21 and over' ","'Men' ",15
2007 ,"'D13 Dartington College of Arts (now known as University College Falmouth inc Dartington College of Arts)' ","'21 and over' ","'Women' ",25
2007 ,"'D22 Dearne Valley College' ","'18' ","'Men' ",10
2007 ,"'D22 Dearne Valley College' ","'18' ","'Women' ",10
2007 ,"'D22 Dearne Valley College' ","'19' ","'Men' ",5
2007 ,"'D26 De Montfort University' ","'17 and under' ","'Men' ",5
2007 ,"'D26 De Montfort University' ","'17 and under' ","'Women' ",15
2007 ,"'D26 De Montfort University' ","'18' ","'Men' ",815
2007 ,"'D26 De Montfort University' ","'18' ","'Women' ",1015
2007 ,"'D26 De Montfort University' ","'19' ","'Men' ",580
2007 ,"'D26 De Montfort University' ","'19' ","'Women' ",575
2007 ,"'D26 De Montfort University' ","'20' ","'Men' ",220
2007 ,"'D26 De Montfort University' ","'20' ","'Women' ",165
2007 ,"'D26 De Montfort University' ","'21 and over' ","'Men' ",390
2007 ,"'D26 De Montfort University' ","'21 and over' ","'Women' ",430
2007 ,"'D39 University of Derby' ","'18' ","'Men' ",475
2007 ,"'D39 University of Derby' ","'18' ","'Women' ",705
2007 ,"'D39 University of Derby' ","'19' ","'Men' ",235
2007 ,"'D39 University of Derby' ","'19' ","'Women' ",310
2007 ,"'D39 University of Derby' ","'20' ","'Men' ",120
2007 ,"'D39 University of Derby' ","'20' ","'Women' ",105
2007 ,"'D39 University of Derby' ","'21 and over' ","'Men' ",235
2007 ,"'D39 University of Derby' ","'21 and over' ","'Women' ",295
2007 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'18' ","'Men' ",5
2007 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'18' ","'Women' ",15
2007 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'19' ","'Men' ",10
2007 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'19' ","'Women' ",25
2007 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'20' ","'Men' ",5
2007 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'20' ","'Women' ",10
2007 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'21 and over' ","'Men' ",10
2007 ,"'D45 Kirklees College (Formerly Dewsbury College)' ","'21 and over' ","'Women' ",30
2007 ,"'D52 Doncaster College' ","'18' ","'Men' ",30
2007 ,"'D52 Doncaster College' ","'18' ","'Women' ",35
2007 ,"'D52 Doncaster College' ","'19' ","'Men' ",20
2007 ,"'D52 Doncaster College' ","'19' ","'Women' ",15
2007 ,"'D52 Doncaster College' ","'20' ","'Men' ",15
2007 ,"'D52 Doncaster College' ","'20' ","'Women' ",25
2007 ,"'D52 Doncaster College' ","'21 and over' ","'Men' ",55
2007 ,"'D52 Doncaster College' ","'21 and over' ","'Women' ",55
2007 ,"'D55 Duchy College' ","'18' ","'Men' ",20
2007 ,"'D55 Duchy College' ","'18' ","'Women' ",20
2007 ,"'D55 Duchy College' ","'19' ","'Men' ",10
2007 ,"'D55 Duchy College' ","'19' ","'Women' ",15
2007 ,"'D55 Duchy College' ","'20' ","'Men' ",10
2007 ,"'D55 Duchy College' ","'20' ","'Women' ",5
2007 ,"'D55 Duchy College' ","'21 and over' ","'Men' ",40
2007 ,"'D55 Duchy College' ","'21 and over' ","'Women' ",40
2007 ,"'D65 University of Dundee' ","'17 and under' ","'Men' ",20
2007 ,"'D65 University of Dundee' ","'17 and under' ","'Women' ",25
2007 ,"'D65 University of Dundee' ","'18' ","'Men' ",430
2007 ,"'D65 University of Dundee' ","'18' ","'Women' ",610
2007 ,"'D65 University of Dundee' ","'19' ","'Men' ",150
2007 ,"'D65 University of Dundee' ","'19' ","'Women' ",185
2007 ,"'D65 University of Dundee' ","'20' ","'Men' ",90
2007 ,"'D65 University of Dundee' ","'20' ","'Women' ",85
2007 ,"'D65 University of Dundee' ","'21 and over' ","'Men' ",245
2007 ,"'D65 University of Dundee' ","'21 and over' ","'Women' ",280
2007 ,"'D86 Durham University' ","'17 and under' ","'Men' ",20
2007 ,"'D86 Durham University' ","'17 and under' ","'Women' ",35
2007 ,"'D86 Durham University' ","'18' ","'Men' ",1325
2007 ,"'D86 Durham University' ","'18' ","'Women' ",1400
2007 ,"'D86 Durham University' ","'19' ","'Men' ",245
2007 ,"'D86 Durham University' ","'19' ","'Women' ",305
2007 ,"'D86 Durham University' ","'20' ","'Men' ",55
2007 ,"'D86 Durham University' ","'20' ","'Women' ",45
2007 ,"'D86 Durham University' ","'21 and over' ","'Men' ",70
2007 ,"'D86 Durham University' ","'21 and over' ","'Women' ",150
2007 ,"'E14 University of East Anglia (UEA)' ","'17 and under' ","'Men' ",5
2007 ,"'E14 University of East Anglia (UEA)' ","'17 and under' ","'Women' ",15
2007 ,"'E14 University of East Anglia (UEA)' ","'18' ","'Men' ",805
2007 ,"'E14 University of East Anglia (UEA)' ","'18' ","'Women' ",975
2007 ,"'E14 University of East Anglia (UEA)' ","'19' ","'Men' ",245
2007 ,"'E14 University of East Anglia (UEA)' ","'19' ","'Women' ",265
2007 ,"'E14 University of East Anglia (UEA)' ","'20' ","'Men' ",80
2007 ,"'E14 University of East Anglia (UEA)' ","'20' ","'Women' ",85
2007 ,"'E14 University of East Anglia (UEA)' ","'21 and over' ","'Men' ",250
2007 ,"'E14 University of East Anglia (UEA)' ","'21 and over' ","'Women' ",285
2007 ,"'E25 East Lancashire Institute of Higher Education at Blackburn College' ","'18' ","'Men' ",30
2007 ,"'E25 East Lancashire Institute of Higher Education at Blackburn College' ","'18' ","'Women' ",40
2007 ,"'E25 East Lancashire Institute of Higher Education at Blackburn College' ","'19' ","'Men' ",35
2007 ,"'E25 East Lancashire Institute of Higher Education at Blackburn College' ","'19' ","'Women' ",30
2007 ,"'E25 East Lancashire Institute of Higher Education at Blackburn College' ","'20' ","'Men' ",30
2007 ,"'E25 East Lancashire Institute of Higher Education at Blackburn College' ","'20' ","'Women' ",20
2007 ,"'E25 East Lancashire Institute of Higher Education at Blackburn College' ","'21 and over' ","'Men' ",125
2007 ,"'E25 East Lancashire Institute of Higher Education at Blackburn College' ","'21 and over' ","'Women' ",215
2007 ,"'E28 University of East London (UEL)' ","'17 and under' ","'Men' ",15
2007 ,"'E28 University of East London (UEL)' ","'17 and under' ","'Women' ",10
2007 ,"'E28 University of East London (UEL)' ","'18' ","'Men' ",305
2007 ,"'E28 University of East London (UEL)' ","'18' ","'Women' ",405
2007 ,"'E28 University of East London (UEL)' ","'19' ","'Men' ",345
2007 ,"'E28 University of East London (UEL)' ","'19' ","'Women' ",410
2007 ,"'E28 University of East London (UEL)' ","'20' ","'Men' ",260
2007 ,"'E28 University of East London (UEL)' ","'20' ","'Women' ",260
2007 ,"'E28 University of East London (UEL)' ","'21 and over' ","'Men' ",1025
2007 ,"'E28 University of East London (UEL)' ","'21 and over' ","'Women' ",1175
2007 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'19' ","'Men' ",5
2007 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'19' ","'Women' ",5
2007 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'21 and over' ","'Men' ",5
2007 ,"'E32 East Surrey College (incorporating Reigate School of Art, Design and Media)' ","'21 and over' ","'Women' ",10
2007 ,"'E42 Edge Hill University' ","'17 and under' ","'Women' ",5
2007 ,"'E42 Edge Hill University' ","'18' ","'Men' ",455
2007 ,"'E42 Edge Hill University' ","'18' ","'Women' ",855
2007 ,"'E42 Edge Hill University' ","'19' ","'Men' ",150
2007 ,"'E42 Edge Hill University' ","'19' ","'Women' ",245
2007 ,"'E42 Edge Hill University' ","'20' ","'Men' ",65
2007 ,"'E42 Edge Hill University' ","'20' ","'Women' ",100
2007 ,"'E42 Edge Hill University' ","'21 and over' ","'Men' ",180
2007 ,"'E42 Edge Hill University' ","'21 and over' ","'Women' ",465
2007 ,"'E56 The University of Edinburgh' ","'17 and under' ","'Men' ",65
2007 ,"'E56 The University of Edinburgh' ","'17 and under' ","'Women' ",80
2007 ,"'E56 The University of Edinburgh' ","'18' ","'Men' ",1290
2007 ,"'E56 The University of Edinburgh' ","'18' ","'Women' ",1645
2007 ,"'E56 The University of Edinburgh' ","'19' ","'Men' ",345
2007 ,"'E56 The University of Edinburgh' ","'19' ","'Women' ",405
2007 ,"'E56 The University of Edinburgh' ","'20' ","'Men' ",65
2007 ,"'E56 The University of Edinburgh' ","'20' ","'Women' ",75
2007 ,"'E56 The University of Edinburgh' ","'21 and over' ","'Men' ",195
2007 ,"'E56 The University of Edinburgh' ","'21 and over' ","'Women' ",315
2007 ,"'E58 Edinburgh College of Art' ","'18' ","'Men' ",45
2007 ,"'E58 Edinburgh College of Art' ","'18' ","'Women' ",85
2007 ,"'E58 Edinburgh College of Art' ","'19' ","'Men' ",30
2007 ,"'E58 Edinburgh College of Art' ","'19' ","'Women' ",45
2007 ,"'E58 Edinburgh College of Art' ","'20' ","'Men' ",15
2007 ,"'E58 Edinburgh College of Art' ","'20' ","'Women' ",25
2007 ,"'E58 Edinburgh College of Art' ","'21 and over' ","'Men' ",35
2007 ,"'E58 Edinburgh College of Art' ","'21 and over' ","'Women' ",70
2007 ,"'E70 The University of Essex' ","'17 and under' ","'Men' ",30
2007 ,"'E70 The University of Essex' ","'17 and under' ","'Women' ",25
2007 ,"'E70 The University of Essex' ","'18' ","'Men' ",535
2007 ,"'E70 The University of Essex' ","'18' ","'Women' ",570
2007 ,"'E70 The University of Essex' ","'19' ","'Men' ",230
2007 ,"'E70 The University of Essex' ","'19' ","'Women' ",235
2007 ,"'E70 The University of Essex' ","'20' ","'Men' ",115
2007 ,"'E70 The University of Essex' ","'20' ","'Women' ",110
2007 ,"'E70 The University of Essex' ","'21 and over' ","'Men' ",205
2007 ,"'E70 The University of Essex' ","'21 and over' ","'Women' ",230
2007 ,"'E77 European Business School, London' ","'18' ","'Men' ",15
2007 ,"'E77 European Business School, London' ","'18' ","'Women' ",10
2007 ,"'E77 European Business School, London' ","'19' ","'Men' ",10
2007 ,"'E77 European Business School, London' ","'19' ","'Women' ",5
2007 ,"'E77 European Business School, London' ","'20' ","'Men' ",5
2007 ,"'E81 Exeter College' ","'18' ","'Men' ",15
2007 ,"'E81 Exeter College' ","'18' ","'Women' ",10
2007 ,"'E81 Exeter College' ","'19' ","'Men' ",10
2007 ,"'E81 Exeter College' ","'19' ","'Women' ",10
2007 ,"'E81 Exeter College' ","'21 and over' ","'Men' ",10
2007 ,"'E81 Exeter College' ","'21 and over' ","'Women' ",20
2007 ,"'E84 University of Exeter' ","'17 and under' ","'Men' ",20
2007 ,"'E84 University of Exeter' ","'17 and under' ","'Women' ",35
2007 ,"'E84 University of Exeter' ","'18' ","'Men' ",1205
2007 ,"'E84 University of Exeter' ","'18' ","'Women' ",1415
2007 ,"'E84 University of Exeter' ","'19' ","'Men' ",240
2007 ,"'E84 University of Exeter' ","'19' ","'Women' ",275
2007 ,"'E84 University of Exeter' ","'20' ","'Men' ",60
2007 ,"'E84 University of Exeter' ","'20' ","'Women' ",55
2007 ,"'E84 University of Exeter' ","'21 and over' ","'Men' ",130
2007 ,"'E84 University of Exeter' ","'21 and over' ","'Women' ",135
2007 ,"'F33 Falmouth University' ","'18' ","'Men' ",75
2007 ,"'F33 Falmouth University' ","'18' ","'Women' ",120
2007 ,"'F33 Falmouth University' ","'19' ","'Men' ",130
2007 ,"'F33 Falmouth University' ","'19' ","'Women' ",215
2007 ,"'F33 Falmouth University' ","'20' ","'Men' ",40
2007 ,"'F33 Falmouth University' ","'20' ","'Women' ",55
2007 ,"'F33 Falmouth University' ","'21 and over' ","'Men' ",95
2007 ,"'F33 Falmouth University' ","'21 and over' ","'Women' ",105
2007 ,"'F66 University Centre Farnborough' ","'18' ","'Men' ",40
2007 ,"'F66 University Centre Farnborough' ","'18' ","'Women' ",25
2007 ,"'F66 University Centre Farnborough' ","'19' ","'Men' ",20
2007 ,"'F66 University Centre Farnborough' ","'19' ","'Women' ",20
2007 ,"'F66 University Centre Farnborough' ","'20' ","'Men' ",10
2007 ,"'F66 University Centre Farnborough' ","'20' ","'Women' ",5
2007 ,"'F66 University Centre Farnborough' ","'21 and over' ","'Men' ",35
2007 ,"'F66 University Centre Farnborough' ","'21 and over' ","'Women' ",25
2007 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'17 and under' ","'Men' ",5
2007 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'17 and under' ","'Women' ",5
2007 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'18' ","'Men' ",705
2007 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'18' ","'Women' ",710
2007 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'19' ","'Men' ",330
2007 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'19' ","'Women' ",235
2007 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'20' ","'Men' ",190
2007 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'20' ","'Women' ",115
2007 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'21 and over' ","'Men' ",415
2007 ,"'G14 University of South Wales (formerly University of Glamorgan)' ","'21 and over' ","'Women' ",485
2007 ,"'G20 Glamorgan Centre for Art and Design Technology' ","'19' ","'Women' ",5
2007 ,"'G20 Glamorgan Centre for Art and Design Technology' ","'21 and over' ","'Women' ",5
2007 ,"'G28 University of Glasgow' ","'17 and under' ","'Men' ",75
2007 ,"'G28 University of Glasgow' ","'17 and under' ","'Women' ",115
2007 ,"'G28 University of Glasgow' ","'18' ","'Men' ",1160
2007 ,"'G28 University of Glasgow' ","'18' ","'Women' ",1455
2007 ,"'G28 University of Glasgow' ","'19' ","'Men' ",260
2007 ,"'G28 University of Glasgow' ","'19' ","'Women' ",325
2007 ,"'G28 University of Glasgow' ","'20' ","'Men' ",95
2007 ,"'G28 University of Glasgow' ","'20' ","'Women' ",135
2007 ,"'G28 University of Glasgow' ","'21 and over' ","'Men' ",355
2007 ,"'G28 University of Glasgow' ","'21 and over' ","'Women' ",380
2007 ,"'G42 Glasgow Caledonian University' ","'17 and under' ","'Men' ",20
2007 ,"'G42 Glasgow Caledonian University' ","'17 and under' ","'Women' ",40
2007 ,"'G42 Glasgow Caledonian University' ","'18' ","'Men' ",475
2007 ,"'G42 Glasgow Caledonian University' ","'18' ","'Women' ",705
2007 ,"'G42 Glasgow Caledonian University' ","'19' ","'Men' ",125
2007 ,"'G42 Glasgow Caledonian University' ","'19' ","'Women' ",200
2007 ,"'G42 Glasgow Caledonian University' ","'20' ","'Men' ",155
2007 ,"'G42 Glasgow Caledonian University' ","'20' ","'Women' ",185
2007 ,"'G42 Glasgow Caledonian University' ","'21 and over' ","'Men' ",430
2007 ,"'G42 Glasgow Caledonian University' ","'21 and over' ","'Women' ",490
2007 ,"'G43 The Glasgow School of Art' ","'17 and under' ","'Women' ",5
2007 ,"'G43 The Glasgow School of Art' ","'18' ","'Men' ",50
2007 ,"'G43 The Glasgow School of Art' ","'18' ","'Women' ",85
2007 ,"'G43 The Glasgow School of Art' ","'19' ","'Men' ",30
2007 ,"'G43 The Glasgow School of Art' ","'19' ","'Women' ",45
2007 ,"'G43 The Glasgow School of Art' ","'20' ","'Men' ",10
2007 ,"'G43 The Glasgow School of Art' ","'20' ","'Women' ",30
2007 ,"'G43 The Glasgow School of Art' ","'21 and over' ","'Men' ",35
2007 ,"'G43 The Glasgow School of Art' ","'21 and over' ","'Women' ",65
2007 ,"'G45 Gloucestershire College' ","'18' ","'Men' ",15
2007 ,"'G45 Gloucestershire College' ","'18' ","'Women' ",5
2007 ,"'G45 Gloucestershire College' ","'19' ","'Men' ",5
2007 ,"'G45 Gloucestershire College' ","'21 and over' ","'Men' ",10
2007 ,"'G45 Gloucestershire College' ","'21 and over' ","'Women' ",10
2007 ,"'G50 The University of Gloucestershire' ","'18' ","'Men' ",430
2007 ,"'G50 The University of Gloucestershire' ","'18' ","'Women' ",660
2007 ,"'G50 The University of Gloucestershire' ","'19' ","'Men' ",230
2007 ,"'G50 The University of Gloucestershire' ","'19' ","'Women' ",250
2007 ,"'G50 The University of Gloucestershire' ","'20' ","'Men' ",95
2007 ,"'G50 The University of Gloucestershire' ","'20' ","'Women' ",75
2007 ,"'G50 The University of Gloucestershire' ","'21 and over' ","'Men' ",185
2007 ,"'G50 The University of Gloucestershire' ","'21 and over' ","'Women' ",255
2007 ,"'G56 Goldsmiths, University of London' ","'17 and under' ","'Men' ",10
2007 ,"'G56 Goldsmiths, University of London' ","'17 and under' ","'Women' ",10
2007 ,"'G56 Goldsmiths, University of London' ","'18' ","'Men' ",205
2007 ,"'G56 Goldsmiths, University of London' ","'18' ","'Women' ",350
2007 ,"'G56 Goldsmiths, University of London' ","'19' ","'Men' ",130
2007 ,"'G56 Goldsmiths, University of London' ","'19' ","'Women' ",270
2007 ,"'G56 Goldsmiths, University of London' ","'20' ","'Men' ",75
2007 ,"'G56 Goldsmiths, University of London' ","'20' ","'Women' ",135
2007 ,"'G56 Goldsmiths, University of London' ","'21 and over' ","'Men' ",175
2007 ,"'G56 Goldsmiths, University of London' ","'21 and over' ","'Women' ",375
2007 ,"'G70 University of Greenwich' ","'17 and under' ","'Men' ",15
2007 ,"'G70 University of Greenwich' ","'17 and under' ","'Women' ",15
2007 ,"'G70 University of Greenwich' ","'18' ","'Men' ",405
2007 ,"'G70 University of Greenwich' ","'18' ","'Women' ",565
2007 ,"'G70 University of Greenwich' ","'19' ","'Men' ",265
2007 ,"'G70 University of Greenwich' ","'19' ","'Women' ",345
2007 ,"'G70 University of Greenwich' ","'20' ","'Men' ",170
2007 ,"'G70 University of Greenwich' ","'20' ","'Women' ",165
2007 ,"'G70 University of Greenwich' ","'21 and over' ","'Men' ",510
2007 ,"'G70 University of Greenwich' ","'21 and over' ","'Women' ",595
2007 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'18' ","'Men' ",5
2007 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'19' ","'Men' ",5
2007 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'19' ","'Women' ",5
2007 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'20' ","'Women' ",5
2007 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'21 and over' ","'Men' ",5
2007 ,"'G74 GSM London (formerly Greenwich School of Management)' ","'21 and over' ","'Women' ",5
2007 ,"'G80 University Centre Grimsby' ","'18' ","'Men' ",15
2007 ,"'G80 University Centre Grimsby' ","'18' ","'Women' ",30
2007 ,"'G80 University Centre Grimsby' ","'19' ","'Men' ",15
2007 ,"'G80 University Centre Grimsby' ","'19' ","'Women' ",20
2007 ,"'G80 University Centre Grimsby' ","'20' ","'Men' ",20
2007 ,"'G80 University Centre Grimsby' ","'20' ","'Women' ",20
2007 ,"'G80 University Centre Grimsby' ","'21 and over' ","'Men' ",55
2007 ,"'G80 University Centre Grimsby' ","'21 and over' ","'Women' ",120
2007 ,"'G90 Guildford College' ","'18' ","'Men' ",5
2007 ,"'G90 Guildford College' ","'18' ","'Women' ",5
2007 ,"'G90 Guildford College' ","'19' ","'Men' ",5
2007 ,"'G90 Guildford College' ","'19' ","'Women' ",5
2007 ,"'G90 Guildford College' ","'20' ","'Men' ",5
2007 ,"'G90 Guildford College' ","'20' ","'Women' ",10
2007 ,"'G90 Guildford College' ","'21 and over' ","'Men' ",15
2007 ,"'G90 Guildford College' ","'21 and over' ","'Women' ",55
2007 ,"'H12 Harper Adams University' ","'17 and under' ","'Men' ",5
2007 ,"'H12 Harper Adams University' ","'18' ","'Men' ",175
2007 ,"'H12 Harper Adams University' ","'18' ","'Women' ",150
2007 ,"'H12 Harper Adams University' ","'19' ","'Men' ",55
2007 ,"'H12 Harper Adams University' ","'19' ","'Women' ",45
2007 ,"'H12 Harper Adams University' ","'20' ","'Men' ",15
2007 ,"'H12 Harper Adams University' ","'20' ","'Women' ",10
2007 ,"'H12 Harper Adams University' ","'21 and over' ","'Men' ",40
2007 ,"'H12 Harper Adams University' ","'21 and over' ","'Women' ",20
2007 ,"'H14 Havering College of Further and Higher Education' ","'18' ","'Men' ",5
2007 ,"'H14 Havering College of Further and Higher Education' ","'18' ","'Women' ",10
2007 ,"'H14 Havering College of Further and Higher Education' ","'19' ","'Men' ",5
2007 ,"'H14 Havering College of Further and Higher Education' ","'19' ","'Women' ",5
2007 ,"'H14 Havering College of Further and Higher Education' ","'20' ","'Men' ",5
2007 ,"'H14 Havering College of Further and Higher Education' ","'20' ","'Women' ",15
2007 ,"'H14 Havering College of Further and Higher Education' ","'21 and over' ","'Men' ",30
2007 ,"'H14 Havering College of Further and Higher Education' ","'21 and over' ","'Women' ",160
2007 ,"'H18 Hereford College of Arts' ","'18' ","'Men' ",15
2007 ,"'H18 Hereford College of Arts' ","'18' ","'Women' ",10
2007 ,"'H18 Hereford College of Arts' ","'19' ","'Men' ",10
2007 ,"'H18 Hereford College of Arts' ","'19' ","'Women' ",10
2007 ,"'H18 Hereford College of Arts' ","'20' ","'Men' ",10
2007 ,"'H18 Hereford College of Arts' ","'20' ","'Women' ",10
2007 ,"'H18 Hereford College of Arts' ","'21 and over' ","'Men' ",20
2007 ,"'H18 Hereford College of Arts' ","'21 and over' ","'Women' ",30
2007 ,"'H24 Heriot-Watt University, Edinburgh' ","'17 and under' ","'Men' ",30
2007 ,"'H24 Heriot-Watt University, Edinburgh' ","'17 and under' ","'Women' ",30
2007 ,"'H24 Heriot-Watt University, Edinburgh' ","'18' ","'Men' ",435
2007 ,"'H24 Heriot-Watt University, Edinburgh' ","'18' ","'Women' ",355
2007 ,"'H24 Heriot-Watt University, Edinburgh' ","'19' ","'Men' ",180
2007 ,"'H24 Heriot-Watt University, Edinburgh' ","'19' ","'Women' ",115
2007 ,"'H24 Heriot-Watt University, Edinburgh' ","'20' ","'Men' ",135
2007 ,"'H24 Heriot-Watt University, Edinburgh' ","'20' ","'Women' ",105
2007 ,"'H24 Heriot-Watt University, Edinburgh' ","'21 and over' ","'Men' ",365
2007 ,"'H24 Heriot-Watt University, Edinburgh' ","'21 and over' ","'Women' ",195
2007 ,"'H36 University of Hertfordshire' ","'17 and under' ","'Men' ",10
2007 ,"'H36 University of Hertfordshire' ","'17 and under' ","'Women' ",5
2007 ,"'H36 University of Hertfordshire' ","'18' ","'Men' ",880
2007 ,"'H36 University of Hertfordshire' ","'18' ","'Women' ",1015
2007 ,"'H36 University of Hertfordshire' ","'19' ","'Men' ",550
2007 ,"'H36 University of Hertfordshire' ","'19' ","'Women' ",485
2007 ,"'H36 University of Hertfordshire' ","'20' ","'Men' ",205
2007 ,"'H36 University of Hertfordshire' ","'20' ","'Women' ",150
2007 ,"'H36 University of Hertfordshire' ","'21 and over' ","'Men' ",345
2007 ,"'H36 University of Hertfordshire' ","'21 and over' ","'Women' ",415
2007 ,"'H39 Highbury College' ","'18' ","'Men' ",10
2007 ,"'H39 Highbury College' ","'18' ","'Women' ",5
2007 ,"'H39 Highbury College' ","'19' ","'Men' ",5
2007 ,"'H39 Highbury College' ","'19' ","'Women' ",5
2007 ,"'H48 Heythrop College (University of London)' ","'18' ","'Men' ",40
2007 ,"'H48 Heythrop College (University of London)' ","'18' ","'Women' ",40
2007 ,"'H48 Heythrop College (University of London)' ","'19' ","'Men' ",15
2007 ,"'H48 Heythrop College (University of London)' ","'19' ","'Women' ",20
2007 ,"'H48 Heythrop College (University of London)' ","'20' ","'Men' ",5
2007 ,"'H48 Heythrop College (University of London)' ","'20' ","'Women' ",5
2007 ,"'H48 Heythrop College (University of London)' ","'21 and over' ","'Men' ",40
2007 ,"'H48 Heythrop College (University of London)' ","'21 and over' ","'Women' ",10
2007 ,"'H49 University of the Highlands and Islands' ","'17 and under' ","'Women' ",5
2007 ,"'H49 University of the Highlands and Islands' ","'18' ","'Men' ",25
2007 ,"'H49 University of the Highlands and Islands' ","'18' ","'Women' ",50
2007 ,"'H49 University of the Highlands and Islands' ","'19' ","'Men' ",5
2007 ,"'H49 University of the Highlands and Islands' ","'19' ","'Women' ",10
2007 ,"'H49 University of the Highlands and Islands' ","'21 and over' ","'Men' ",15
2007 ,"'H49 University of the Highlands and Islands' ","'21 and over' ","'Women' ",10
2007 ,"'H54 Hopwood Hall College' ","'18' ","'Men' ",5
2007 ,"'H54 Hopwood Hall College' ","'18' ","'Women' ",5
2007 ,"'H54 Hopwood Hall College' ","'19' ","'Men' ",5
2007 ,"'H54 Hopwood Hall College' ","'19' ","'Women' ",5
2007 ,"'H54 Hopwood Hall College' ","'21 and over' ","'Men' ",5
2007 ,"'H54 Hopwood Hall College' ","'21 and over' ","'Women' ",5
2007 ,"'H58 Kirklees College (Formerly Huddersfield Technical College)' ","'18' ","'Women' ",5
2007 ,"'H58 Kirklees College (Formerly Huddersfield Technical College)' ","'21 and over' ","'Women' ",5
2007 ,"'H60 The University of Huddersfield' ","'17 and under' ","'Men' ",5
2007 ,"'H60 The University of Huddersfield' ","'17 and under' ","'Women' ",5
2007 ,"'H60 The University of Huddersfield' ","'18' ","'Men' ",800
2007 ,"'H60 The University of Huddersfield' ","'18' ","'Women' ",975
2007 ,"'H60 The University of Huddersfield' ","'19' ","'Men' ",390
2007 ,"'H60 The University of Huddersfield' ","'19' ","'Women' ",425
2007 ,"'H60 The University of Huddersfield' ","'20' ","'Men' ",165
2007 ,"'H60 The University of Huddersfield' ","'20' ","'Women' ",145
2007 ,"'H60 The University of Huddersfield' ","'21 and over' ","'Men' ",550
2007 ,"'H60 The University of Huddersfield' ","'21 and over' ","'Women' ",600
2007 ,"'H72 The University of Hull' ","'17 and under' ","'Men' ",30
