"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Apply Centre Type , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled and 18/19 year olds"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_024_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Apply Centre Type , Acceptance Route,Number of Acceptances,
2009 ,"'Group R European Languages, Literature and related' ","'Sixth form college' ","'Extra' ",5
2009 ,"'Group R European Languages, Literature and related' ","'Sixth form college' ","'Main scheme Clearing' ",35
2009 ,"'Group R European Languages, Literature and related' ","'State' ","'Firm choice' ",635
2009 ,"'Group R European Languages, Literature and related' ","'State' ","'Insurance choice' ",110
2009 ,"'Group R European Languages, Literature and related' ","'State' ","'Other main scheme choice' ",5
2009 ,"'Group R European Languages, Literature and related' ","'State' ","'Extra' ",5
2009 ,"'Group R European Languages, Literature and related' ","'State' ","'Main scheme Clearing' ",75
2009 ,"'Group R European Languages, Literature and related' ","'Other' ","'Firm choice' ",35
2009 ,"'Group R European Languages, Literature and related' ","'Other' ","'Insurance choice' ",5
2009 ,"'Group R European Languages, Literature and related' ","'Other' ","'Other main scheme choice' ",5
2009 ,"'Group R European Languages, Literature and related' ","'Other' ","'Main scheme Clearing' ",5
2009 ,"'Group R European Languages, Literature and related' ","'Other' ","'RPA' ",15
2009 ,"'Group T Non-European Languages, Literature and related' ","'Academy' ","'Firm choice' ",250
2009 ,"'Group T Non-European Languages, Literature and related' ","'Academy' ","'Insurance choice' ",35
2009 ,"'Group T Non-European Languages, Literature and related' ","'Academy' ","'Other main scheme choice' ",5
2009 ,"'Group T Non-European Languages, Literature and related' ","'Academy' ","'Main scheme Clearing' ",25
2009 ,"'Group T Non-European Languages, Literature and related' ","'Academy' ","'Direct Clearing' ",5
2009 ,"'Group T Non-European Languages, Literature and related' ","'Further education' ","'Firm choice' ",40
2009 ,"'Group T Non-European Languages, Literature and related' ","'Further education' ","'Insurance choice' ",10
2009 ,"'Group T Non-European Languages, Literature and related' ","'Further education' ","'Main scheme Clearing' ",5
2009 ,"'Group T Non-European Languages, Literature and related' ","'Grammar' ","'Firm choice' ",35
2009 ,"'Group T Non-European Languages, Literature and related' ","'Grammar' ","'Insurance choice' ",5
2009 ,"'Group T Non-European Languages, Literature and related' ","'Independent' ","'Firm choice' ",215
2009 ,"'Group T Non-European Languages, Literature and related' ","'Independent' ","'Insurance choice' ",15
2009 ,"'Group T Non-European Languages, Literature and related' ","'Independent' ","'Main scheme Clearing' ",25
2009 ,"'Group T Non-European Languages, Literature and related' ","'Sixth form college' ","'Firm choice' ",145
2009 ,"'Group T Non-European Languages, Literature and related' ","'Sixth form college' ","'Insurance choice' ",10
2009 ,"'Group T Non-European Languages, Literature and related' ","'Sixth form college' ","'Main scheme Clearing' ",10
2009 ,"'Group T Non-European Languages, Literature and related' ","'State' ","'Firm choice' ",190
2009 ,"'Group T Non-European Languages, Literature and related' ","'State' ","'Insurance choice' ",20
2009 ,"'Group T Non-European Languages, Literature and related' ","'State' ","'Extra' ",5
2009 ,"'Group T Non-European Languages, Literature and related' ","'State' ","'Main scheme Clearing' ",15
2009 ,"'Group T Non-European Languages, Literature and related' ","'Other' ","'Firm choice' ",15
2009 ,"'Group T Non-European Languages, Literature and related' ","'Other' ","'RPA' ",5
2009 ,"'Group V History and Philosophical studies' ","'Academy' ","'Firm choice' ",2515
2009 ,"'Group V History and Philosophical studies' ","'Academy' ","'Insurance choice' ",440
2009 ,"'Group V History and Philosophical studies' ","'Academy' ","'Other main scheme choice' ",15
2009 ,"'Group V History and Philosophical studies' ","'Academy' ","'Extra' ",30
2009 ,"'Group V History and Philosophical studies' ","'Academy' ","'Adjustment' ",5
2009 ,"'Group V History and Philosophical studies' ","'Academy' ","'Main scheme Clearing' ",210
2009 ,"'Group V History and Philosophical studies' ","'Academy' ","'Direct Clearing' ",15
2009 ,"'Group V History and Philosophical studies' ","'Further education' ","'Firm choice' ",485
2009 ,"'Group V History and Philosophical studies' ","'Further education' ","'Insurance choice' ",85
2009 ,"'Group V History and Philosophical studies' ","'Further education' ","'Other main scheme choice' ",5
2009 ,"'Group V History and Philosophical studies' ","'Further education' ","'Extra' ",5
2009 ,"'Group V History and Philosophical studies' ","'Further education' ","'Main scheme Clearing' ",70
2009 ,"'Group V History and Philosophical studies' ","'Further education' ","'Direct Clearing' ",5
2009 ,"'Group V History and Philosophical studies' ","'Grammar' ","'Firm choice' ",335
2009 ,"'Group V History and Philosophical studies' ","'Grammar' ","'Insurance choice' ",55
2009 ,"'Group V History and Philosophical studies' ","'Grammar' ","'Extra' ",5
2009 ,"'Group V History and Philosophical studies' ","'Grammar' ","'Main scheme Clearing' ",25
2009 ,"'Group V History and Philosophical studies' ","'Independent' ","'Firm choice' ",2210
2009 ,"'Group V History and Philosophical studies' ","'Independent' ","'Insurance choice' ",220
2009 ,"'Group V History and Philosophical studies' ","'Independent' ","'Other main scheme choice' ",5
2009 ,"'Group V History and Philosophical studies' ","'Independent' ","'Extra' ",10
2009 ,"'Group V History and Philosophical studies' ","'Independent' ","'Main scheme Clearing' ",150
2009 ,"'Group V History and Philosophical studies' ","'Independent' ","'Direct Clearing' ",5
2009 ,"'Group V History and Philosophical studies' ","'Sixth form college' ","'Firm choice' ",1465
2009 ,"'Group V History and Philosophical studies' ","'Sixth form college' ","'Insurance choice' ",210
2009 ,"'Group V History and Philosophical studies' ","'Sixth form college' ","'Other main scheme choice' ",15
2009 ,"'Group V History and Philosophical studies' ","'Sixth form college' ","'Extra' ",20
2009 ,"'Group V History and Philosophical studies' ","'Sixth form college' ","'Adjustment' ",5
2009 ,"'Group V History and Philosophical studies' ","'Sixth form college' ","'Main scheme Clearing' ",135
2009 ,"'Group V History and Philosophical studies' ","'Sixth form college' ","'Direct Clearing' ",10
2009 ,"'Group V History and Philosophical studies' ","'State' ","'Firm choice' ",2160
2009 ,"'Group V History and Philosophical studies' ","'State' ","'Insurance choice' ",355
2009 ,"'Group V History and Philosophical studies' ","'State' ","'Other main scheme choice' ",15
2009 ,"'Group V History and Philosophical studies' ","'State' ","'Extra' ",35
2009 ,"'Group V History and Philosophical studies' ","'State' ","'Main scheme Clearing' ",200
2009 ,"'Group V History and Philosophical studies' ","'State' ","'Direct Clearing' ",10
2009 ,"'Group V History and Philosophical studies' ","'Other' ","'Firm choice' ",145
2009 ,"'Group V History and Philosophical studies' ","'Other' ","'Insurance choice' ",15
2009 ,"'Group V History and Philosophical studies' ","'Other' ","'Other main scheme choice' ",5
2009 ,"'Group V History and Philosophical studies' ","'Other' ","'Extra' ",5
2009 ,"'Group V History and Philosophical studies' ","'Other' ","'Main scheme Clearing' ",15
2009 ,"'Group V History and Philosophical studies' ","'Other' ","'Direct Clearing' ",5
2009 ,"'Group V History and Philosophical studies' ","'Other' ","'RPA' ",70
2009 ,"'Group W Creative Arts and Design' ","'Academy' ","'Firm choice' ",3885
2009 ,"'Group W Creative Arts and Design' ","'Academy' ","'Insurance choice' ",215
2009 ,"'Group W Creative Arts and Design' ","'Academy' ","'Other main scheme choice' ",80
2009 ,"'Group W Creative Arts and Design' ","'Academy' ","'Extra' ",70
2009 ,"'Group W Creative Arts and Design' ","'Academy' ","'Adjustment' ",5
2009 ,"'Group W Creative Arts and Design' ","'Academy' ","'Main scheme Clearing' ",260
2009 ,"'Group W Creative Arts and Design' ","'Academy' ","'Direct Clearing' ",45
2009 ,"'Group W Creative Arts and Design' ","'Further education' ","'Firm choice' ",6880
2009 ,"'Group W Creative Arts and Design' ","'Further education' ","'Insurance choice' ",80
2009 ,"'Group W Creative Arts and Design' ","'Further education' ","'Other main scheme choice' ",300
2009 ,"'Group W Creative Arts and Design' ","'Further education' ","'Extra' ",125
2009 ,"'Group W Creative Arts and Design' ","'Further education' ","'Adjustment' ",5
2009 ,"'Group W Creative Arts and Design' ","'Further education' ","'Main scheme Clearing' ",375
2009 ,"'Group W Creative Arts and Design' ","'Further education' ","'Direct Clearing' ",70
2009 ,"'Group W Creative Arts and Design' ","'Grammar' ","'Firm choice' ",455
2009 ,"'Group W Creative Arts and Design' ","'Grammar' ","'Insurance choice' ",35
2009 ,"'Group W Creative Arts and Design' ","'Grammar' ","'Other main scheme choice' ",5
2009 ,"'Group W Creative Arts and Design' ","'Grammar' ","'Extra' ",5
2009 ,"'Group W Creative Arts and Design' ","'Grammar' ","'Main scheme Clearing' ",30
2009 ,"'Group W Creative Arts and Design' ","'Independent' ","'Firm choice' ",1190
2009 ,"'Group W Creative Arts and Design' ","'Independent' ","'Insurance choice' ",60
2009 ,"'Group W Creative Arts and Design' ","'Independent' ","'Other main scheme choice' ",20
2009 ,"'Group W Creative Arts and Design' ","'Independent' ","'Extra' ",15
2009 ,"'Group W Creative Arts and Design' ","'Independent' ","'Main scheme Clearing' ",95
2009 ,"'Group W Creative Arts and Design' ","'Independent' ","'Direct Clearing' ",5
2009 ,"'Group W Creative Arts and Design' ","'Sixth form college' ","'Firm choice' ",5375
2009 ,"'Group W Creative Arts and Design' ","'Sixth form college' ","'Insurance choice' ",120
2009 ,"'Group W Creative Arts and Design' ","'Sixth form college' ","'Other main scheme choice' ",145
2009 ,"'Group W Creative Arts and Design' ","'Sixth form college' ","'Extra' ",100
2009 ,"'Group W Creative Arts and Design' ","'Sixth form college' ","'Adjustment' ",5
2009 ,"'Group W Creative Arts and Design' ","'Sixth form college' ","'Main scheme Clearing' ",305
2009 ,"'Group W Creative Arts and Design' ","'Sixth form college' ","'Direct Clearing' ",55
2009 ,"'Group W Creative Arts and Design' ","'State' ","'Firm choice' ",4280
2009 ,"'Group W Creative Arts and Design' ","'State' ","'Insurance choice' ",235
2009 ,"'Group W Creative Arts and Design' ","'State' ","'Other main scheme choice' ",120
2009 ,"'Group W Creative Arts and Design' ","'State' ","'Extra' ",90
2009 ,"'Group W Creative Arts and Design' ","'State' ","'Adjustment' ",5
2009 ,"'Group W Creative Arts and Design' ","'State' ","'Main scheme Clearing' ",305
2009 ,"'Group W Creative Arts and Design' ","'State' ","'Direct Clearing' ",40
2009 ,"'Group W Creative Arts and Design' ","'Other' ","'Firm choice' ",5855
2009 ,"'Group W Creative Arts and Design' ","'Other' ","'Insurance choice' ",40
2009 ,"'Group W Creative Arts and Design' ","'Other' ","'Other main scheme choice' ",155
2009 ,"'Group W Creative Arts and Design' ","'Other' ","'Extra' ",65
2009 ,"'Group W Creative Arts and Design' ","'Other' ","'Main scheme Clearing' ",200
2009 ,"'Group W Creative Arts and Design' ","'Other' ","'Direct Clearing' ",50
2009 ,"'Group W Creative Arts and Design' ","'Other' ","'RPA' ",585
2009 ,"'Group X Education' ","'Academy' ","'Firm choice' ",1845
2009 ,"'Group X Education' ","'Academy' ","'Insurance choice' ",125
2009 ,"'Group X Education' ","'Academy' ","'Other main scheme choice' ",30
2009 ,"'Group X Education' ","'Academy' ","'Extra' ",25
2009 ,"'Group X Education' ","'Academy' ","'Main scheme Clearing' ",110
2009 ,"'Group X Education' ","'Academy' ","'Direct Clearing' ",10
2009 ,"'Group X Education' ","'Further education' ","'Firm choice' ",1385
2009 ,"'Group X Education' ","'Further education' ","'Insurance choice' ",55
2009 ,"'Group X Education' ","'Further education' ","'Other main scheme choice' ",25
2009 ,"'Group X Education' ","'Further education' ","'Extra' ",25
2009 ,"'Group X Education' ","'Further education' ","'Main scheme Clearing' ",70
2009 ,"'Group X Education' ","'Further education' ","'Direct Clearing' ",15
2009 ,"'Group X Education' ","'Grammar' ","'Firm choice' ",195
2009 ,"'Group X Education' ","'Grammar' ","'Insurance choice' ",15
2009 ,"'Group X Education' ","'Grammar' ","'Extra' ",5
2009 ,"'Group X Education' ","'Grammar' ","'Main scheme Clearing' ",10
2009 ,"'Group X Education' ","'Independent' ","'Firm choice' ",280
2009 ,"'Group X Education' ","'Independent' ","'Insurance choice' ",20
2009 ,"'Group X Education' ","'Independent' ","'Other main scheme choice' ",5
2009 ,"'Group X Education' ","'Independent' ","'Extra' ",5
2009 ,"'Group X Education' ","'Independent' ","'Main scheme Clearing' ",20
2009 ,"'Group X Education' ","'Independent' ","'Direct Clearing' ",5
2009 ,"'Group X Education' ","'Sixth form college' ","'Firm choice' ",1810
2009 ,"'Group X Education' ","'Sixth form college' ","'Insurance choice' ",95
2009 ,"'Group X Education' ","'Sixth form college' ","'Other main scheme choice' ",25
2009 ,"'Group X Education' ","'Sixth form college' ","'Extra' ",20
2009 ,"'Group X Education' ","'Sixth form college' ","'Main scheme Clearing' ",115
2009 ,"'Group X Education' ","'Sixth form college' ","'Direct Clearing' ",15
2009 ,"'Group X Education' ","'State' ","'Firm choice' ",2315
2009 ,"'Group X Education' ","'State' ","'Insurance choice' ",160
2009 ,"'Group X Education' ","'State' ","'Other main scheme choice' ",40
2009 ,"'Group X Education' ","'State' ","'Extra' ",30
2009 ,"'Group X Education' ","'State' ","'Main scheme Clearing' ",215
2009 ,"'Group X Education' ","'State' ","'Direct Clearing' ",30
2009 ,"'Group X Education' ","'Other' ","'Firm choice' ",380
2009 ,"'Group X Education' ","'Other' ","'Insurance choice' ",15
2009 ,"'Group X Education' ","'Other' ","'Other main scheme choice' ",10
2009 ,"'Group X Education' ","'Other' ","'Extra' ",5
2009 ,"'Group X Education' ","'Other' ","'Main scheme Clearing' ",25
2009 ,"'Group X Education' ","'Other' ","'Direct Clearing' ",10
2009 ,"'Group X Education' ","'Other' ","'RPA' ",160
2009 ,"'Y Combined arts' ","'Academy' ","'Firm choice' ",1935
2009 ,"'Y Combined arts' ","'Academy' ","'Insurance choice' ",250
2009 ,"'Y Combined arts' ","'Academy' ","'Other main scheme choice' ",15
2009 ,"'Y Combined arts' ","'Academy' ","'Extra' ",45
2009 ,"'Y Combined arts' ","'Academy' ","'Main scheme Clearing' ",170
2009 ,"'Y Combined arts' ","'Academy' ","'Direct Clearing' ",5
2009 ,"'Y Combined arts' ","'Further education' ","'Firm choice' ",905
2009 ,"'Y Combined arts' ","'Further education' ","'Insurance choice' ",55
2009 ,"'Y Combined arts' ","'Further education' ","'Other main scheme choice' ",15
2009 ,"'Y Combined arts' ","'Further education' ","'Extra' ",15
2009 ,"'Y Combined arts' ","'Further education' ","'Main scheme Clearing' ",60
2009 ,"'Y Combined arts' ","'Further education' ","'Direct Clearing' ",10
2009 ,"'Y Combined arts' ","'Grammar' ","'Firm choice' ",240
2009 ,"'Y Combined arts' ","'Grammar' ","'Insurance choice' ",35
2009 ,"'Y Combined arts' ","'Grammar' ","'Main scheme Clearing' ",15
2009 ,"'Y Combined arts' ","'Independent' ","'Firm choice' ",910
2009 ,"'Y Combined arts' ","'Independent' ","'Insurance choice' ",105
2009 ,"'Y Combined arts' ","'Independent' ","'Other main scheme choice' ",5
2009 ,"'Y Combined arts' ","'Independent' ","'Extra' ",15
2009 ,"'Y Combined arts' ","'Independent' ","'Main scheme Clearing' ",50
2009 ,"'Y Combined arts' ","'Independent' ","'Direct Clearing' ",5
2009 ,"'Y Combined arts' ","'Sixth form college' ","'Firm choice' ",1630
2009 ,"'Y Combined arts' ","'Sixth form college' ","'Insurance choice' ",135
2009 ,"'Y Combined arts' ","'Sixth form college' ","'Other main scheme choice' ",40
2009 ,"'Y Combined arts' ","'Sixth form college' ","'Extra' ",30
2009 ,"'Y Combined arts' ","'Sixth form college' ","'Main scheme Clearing' ",135
2009 ,"'Y Combined arts' ","'Sixth form college' ","'Direct Clearing' ",15
2009 ,"'Y Combined arts' ","'State' ","'Firm choice' ",2060
2009 ,"'Y Combined arts' ","'State' ","'Insurance choice' ",240
2009 ,"'Y Combined arts' ","'State' ","'Other main scheme choice' ",25
2009 ,"'Y Combined arts' ","'State' ","'Extra' ",40
2009 ,"'Y Combined arts' ","'State' ","'Main scheme Clearing' ",200
2009 ,"'Y Combined arts' ","'State' ","'Direct Clearing' ",15
2009 ,"'Y Combined arts' ","'Other' ","'Firm choice' ",305
2009 ,"'Y Combined arts' ","'Other' ","'Insurance choice' ",15
2009 ,"'Y Combined arts' ","'Other' ","'Other main scheme choice' ",10
2009 ,"'Y Combined arts' ","'Other' ","'Extra' ",5
2009 ,"'Y Combined arts' ","'Other' ","'Main scheme Clearing' ",20
2009 ,"'Y Combined arts' ","'Other' ","'Direct Clearing' ",5
2009 ,"'Y Combined arts' ","'Other' ","'RPA' ",65
2009 ,"'Y Combined sciences' ","'Academy' ","'Firm choice' ",905
2009 ,"'Y Combined sciences' ","'Academy' ","'Insurance choice' ",115
2009 ,"'Y Combined sciences' ","'Academy' ","'Other main scheme choice' ",10
2009 ,"'Y Combined sciences' ","'Academy' ","'Extra' ",25
2009 ,"'Y Combined sciences' ","'Academy' ","'Adjustment' ",5
2009 ,"'Y Combined sciences' ","'Academy' ","'Main scheme Clearing' ",140
2009 ,"'Y Combined sciences' ","'Academy' ","'Direct Clearing' ",10
2009 ,"'Y Combined sciences' ","'Further education' ","'Firm choice' ",645
2009 ,"'Y Combined sciences' ","'Further education' ","'Insurance choice' ",40
2009 ,"'Y Combined sciences' ","'Further education' ","'Other main scheme choice' ",15
2009 ,"'Y Combined sciences' ","'Further education' ","'Extra' ",15
2009 ,"'Y Combined sciences' ","'Further education' ","'Main scheme Clearing' ",40
2009 ,"'Y Combined sciences' ","'Further education' ","'Direct Clearing' ",15
2009 ,"'Y Combined sciences' ","'Grammar' ","'Firm choice' ",160
2009 ,"'Y Combined sciences' ","'Grammar' ","'Insurance choice' ",30
2009 ,"'Y Combined sciences' ","'Grammar' ","'Extra' ",5
2009 ,"'Y Combined sciences' ","'Grammar' ","'Main scheme Clearing' ",25
2009 ,"'Y Combined sciences' ","'Independent' ","'Firm choice' ",370
2009 ,"'Y Combined sciences' ","'Independent' ","'Insurance choice' ",40
2009 ,"'Y Combined sciences' ","'Independent' ","'Extra' ",10
2009 ,"'Y Combined sciences' ","'Independent' ","'Main scheme Clearing' ",50
2009 ,"'Y Combined sciences' ","'Independent' ","'Direct Clearing' ",5
2009 ,"'Y Combined sciences' ","'Sixth form college' ","'Firm choice' ",730
2009 ,"'Y Combined sciences' ","'Sixth form college' ","'Insurance choice' ",75
2009 ,"'Y Combined sciences' ","'Sixth form college' ","'Other main scheme choice' ",20
2009 ,"'Y Combined sciences' ","'Sixth form college' ","'Extra' ",10
2009 ,"'Y Combined sciences' ","'Sixth form college' ","'Main scheme Clearing' ",90
2009 ,"'Y Combined sciences' ","'Sixth form college' ","'Direct Clearing' ",10
2009 ,"'Y Combined sciences' ","'State' ","'Firm choice' ",1105
2009 ,"'Y Combined sciences' ","'State' ","'Insurance choice' ",150
2009 ,"'Y Combined sciences' ","'State' ","'Other main scheme choice' ",20
2009 ,"'Y Combined sciences' ","'State' ","'Extra' ",15
2009 ,"'Y Combined sciences' ","'State' ","'Main scheme Clearing' ",145
2009 ,"'Y Combined sciences' ","'State' ","'Direct Clearing' ",10
2009 ,"'Y Combined sciences' ","'Other' ","'Firm choice' ",160
2009 ,"'Y Combined sciences' ","'Other' ","'Insurance choice' ",10
2009 ,"'Y Combined sciences' ","'Other' ","'Other main scheme choice' ",10
2009 ,"'Y Combined sciences' ","'Other' ","'Main scheme Clearing' ",15
2009 ,"'Y Combined sciences' ","'Other' ","'Direct Clearing' ",5
2009 ,"'Y Combined sciences' ","'Other' ","'RPA' ",90
2009 ,"'Y Combined social sciences' ","'Academy' ","'Firm choice' ",610
2009 ,"'Y Combined social sciences' ","'Academy' ","'Insurance choice' ",120
2009 ,"'Y Combined social sciences' ","'Academy' ","'Other main scheme choice' ",5
2009 ,"'Y Combined social sciences' ","'Academy' ","'Extra' ",10
2009 ,"'Y Combined social sciences' ","'Academy' ","'Main scheme Clearing' ",120
2009 ,"'Y Combined social sciences' ","'Academy' ","'Direct Clearing' ",5
2009 ,"'Y Combined social sciences' ","'Further education' ","'Firm choice' ",260
2009 ,"'Y Combined social sciences' ","'Further education' ","'Insurance choice' ",30
2009 ,"'Y Combined social sciences' ","'Further education' ","'Other main scheme choice' ",5
2009 ,"'Y Combined social sciences' ","'Further education' ","'Extra' ",5
2009 ,"'Y Combined social sciences' ","'Further education' ","'Main scheme Clearing' ",45
2009 ,"'Y Combined social sciences' ","'Further education' ","'Direct Clearing' ",5
2009 ,"'Y Combined social sciences' ","'Grammar' ","'Firm choice' ",80
2009 ,"'Y Combined social sciences' ","'Grammar' ","'Insurance choice' ",15
2009 ,"'Y Combined social sciences' ","'Grammar' ","'Main scheme Clearing' ",10
2009 ,"'Y Combined social sciences' ","'Independent' ","'Firm choice' ",335
2009 ,"'Y Combined social sciences' ","'Independent' ","'Insurance choice' ",60
2009 ,"'Y Combined social sciences' ","'Independent' ","'Other main scheme choice' ",5
2009 ,"'Y Combined social sciences' ","'Independent' ","'Extra' ",5
2009 ,"'Y Combined social sciences' ","'Independent' ","'Main scheme Clearing' ",50
2009 ,"'Y Combined social sciences' ","'Sixth form college' ","'Firm choice' ",520
2009 ,"'Y Combined social sciences' ","'Sixth form college' ","'Insurance choice' ",80
2009 ,"'Y Combined social sciences' ","'Sixth form college' ","'Other main scheme choice' ",10
2009 ,"'Y Combined social sciences' ","'Sixth form college' ","'Extra' ",15
2009 ,"'Y Combined social sciences' ","'Sixth form college' ","'Main scheme Clearing' ",95
2009 ,"'Y Combined social sciences' ","'Sixth form college' ","'Direct Clearing' ",5
2009 ,"'Y Combined social sciences' ","'State' ","'Firm choice' ",715
2009 ,"'Y Combined social sciences' ","'State' ","'Insurance choice' ",125
2009 ,"'Y Combined social sciences' ","'State' ","'Other main scheme choice' ",5
2009 ,"'Y Combined social sciences' ","'State' ","'Extra' ",15
2009 ,"'Y Combined social sciences' ","'State' ","'Main scheme Clearing' ",120
2009 ,"'Y Combined social sciences' ","'Other' ","'Firm choice' ",80
2009 ,"'Y Combined social sciences' ","'Other' ","'Insurance choice' ",15
2009 ,"'Y Combined social sciences' ","'Other' ","'Other main scheme choice' ",5
2009 ,"'Y Combined social sciences' ","'Other' ","'Extra' ",5
2009 ,"'Y Combined social sciences' ","'Other' ","'Main scheme Clearing' ",20
2009 ,"'Y Combined social sciences' ","'Other' ","'Direct Clearing' ",5
2009 ,"'Y Combined social sciences' ","'Other' ","'RPA' ",50
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Academy' ","'Firm choice' ",2195
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Academy' ","'Insurance choice' ",270
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Academy' ","'Other main scheme choice' ",25
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Academy' ","'Extra' ",20
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Academy' ","'Main scheme Clearing' ",250
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Academy' ","'Direct Clearing' ",20
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Further education' ","'Firm choice' ",1775
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Further education' ","'Insurance choice' ",115
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Further education' ","'Other main scheme choice' ",70
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Further education' ","'Extra' ",30
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Further education' ","'Main scheme Clearing' ",145
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Further education' ","'Direct Clearing' ",35
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Grammar' ","'Firm choice' ",260
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Grammar' ","'Insurance choice' ",45
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Grammar' ","'Main scheme Clearing' ",30
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Independent' ","'Firm choice' ",805
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Independent' ","'Insurance choice' ",110
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Independent' ","'Other main scheme choice' ",5
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Independent' ","'Extra' ",10
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Independent' ","'Adjustment' ",5
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Independent' ","'Main scheme Clearing' ",95
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Independent' ","'Direct Clearing' ",5
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Sixth form college' ","'Firm choice' ",2140
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Sixth form college' ","'Insurance choice' ",180
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Sixth form college' ","'Other main scheme choice' ",60
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Sixth form college' ","'Extra' ",45
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Sixth form college' ","'Main scheme Clearing' ",225
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Sixth form college' ","'Direct Clearing' ",30
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'State' ","'Firm choice' ",2865
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'State' ","'Insurance choice' ",380
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'State' ","'Other main scheme choice' ",40
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'State' ","'Extra' ",45
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'State' ","'Main scheme Clearing' ",345
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'State' ","'Direct Clearing' ",45
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Other' ","'Firm choice' ",660
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Other' ","'Insurance choice' ",35
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Other' ","'Other main scheme choice' ",30
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Other' ","'Extra' ",10
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Other' ","'Main scheme Clearing' ",70
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Other' ","'Direct Clearing' ",25
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Other' ","'RPA' ",295
2009 ,"'Y Social Sciences combined with Arts' ","'Academy' ","'Firm choice' ",1455
2009 ,"'Y Social Sciences combined with Arts' ","'Academy' ","'Insurance choice' ",200
2009 ,"'Y Social Sciences combined with Arts' ","'Academy' ","'Other main scheme choice' ",20
2009 ,"'Y Social Sciences combined with Arts' ","'Academy' ","'Extra' ",25
2009 ,"'Y Social Sciences combined with Arts' ","'Academy' ","'Adjustment' ",5
2009 ,"'Y Social Sciences combined with Arts' ","'Academy' ","'Main scheme Clearing' ",165
2009 ,"'Y Social Sciences combined with Arts' ","'Academy' ","'Direct Clearing' ",15
2009 ,"'Y Social Sciences combined with Arts' ","'Further education' ","'Firm choice' ",710
2009 ,"'Y Social Sciences combined with Arts' ","'Further education' ","'Insurance choice' ",45
2009 ,"'Y Social Sciences combined with Arts' ","'Further education' ","'Other main scheme choice' ",25
2009 ,"'Y Social Sciences combined with Arts' ","'Further education' ","'Extra' ",10
2009 ,"'Y Social Sciences combined with Arts' ","'Further education' ","'Main scheme Clearing' ",80
2009 ,"'Y Social Sciences combined with Arts' ","'Further education' ","'Direct Clearing' ",10
2009 ,"'Y Social Sciences combined with Arts' ","'Grammar' ","'Firm choice' ",235
2009 ,"'Y Social Sciences combined with Arts' ","'Grammar' ","'Insurance choice' ",20
2009 ,"'Y Social Sciences combined with Arts' ","'Grammar' ","'Extra' ",5
2009 ,"'Y Social Sciences combined with Arts' ","'Grammar' ","'Main scheme Clearing' ",20
2009 ,"'Y Social Sciences combined with Arts' ","'Grammar' ","'Direct Clearing' ",5
2009 ,"'Y Social Sciences combined with Arts' ","'Independent' ","'Firm choice' ",945
