"Statistic:   Number of Applications"
"Variables:   Provider Country , Applicant Domicile (High Level) , Age Band , Sex , Cycle Year"
"Coverage:   Applications through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_009_03.pdf"
 
Cycle Year,Provider Country , Applicant Domicile (High Level) , Age Band , Sex,Number of Applications,
2013 ,"'Scotland' ","'Wales' ","'18' ","'Men' ",305
2013 ,"'Scotland' ","'Wales' ","'18' ","'Women' ",325
2013 ,"'Scotland' ","'Wales' ","'19' ","'Men' ",85
2013 ,"'Scotland' ","'Wales' ","'19' ","'Women' ",135
2013 ,"'Scotland' ","'Wales' ","'20' ","'Men' ",30
2013 ,"'Scotland' ","'Wales' ","'20' ","'Women' ",35
2013 ,"'Scotland' ","'Wales' ","'21 and over' ","'Men' ",80
2013 ,"'Scotland' ","'Wales' ","'21 and over' ","'Women' ",75
2013 ,"'Wales' ","'England' ","'17 and under' ","'Men' ",40
2013 ,"'Wales' ","'England' ","'17 and under' ","'Women' ",40
2013 ,"'Wales' ","'England' ","'18' ","'Men' ",14130
2013 ,"'Wales' ","'England' ","'18' ","'Women' ",16510
2013 ,"'Wales' ","'England' ","'19' ","'Men' ",5140
2013 ,"'Wales' ","'England' ","'19' ","'Women' ",5005
2013 ,"'Wales' ","'England' ","'20' ","'Men' ",1185
2013 ,"'Wales' ","'England' ","'20' ","'Women' ",1190
2013 ,"'Wales' ","'England' ","'21 and over' ","'Men' ",2550
2013 ,"'Wales' ","'England' ","'21 and over' ","'Women' ",3080
2013 ,"'Wales' ","'Northern Ireland' ","'18' ","'Men' ",340
2013 ,"'Wales' ","'Northern Ireland' ","'18' ","'Women' ",535
2013 ,"'Wales' ","'Northern Ireland' ","'19' ","'Men' ",75
2013 ,"'Wales' ","'Northern Ireland' ","'19' ","'Women' ",90
2013 ,"'Wales' ","'Northern Ireland' ","'20' ","'Men' ",60
2013 ,"'Wales' ","'Northern Ireland' ","'20' ","'Women' ",40
2013 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Men' ",90
2013 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Women' ",85
2013 ,"'Wales' ","'Scotland' ","'18' ","'Men' ",30
2013 ,"'Wales' ","'Scotland' ","'18' ","'Women' ",45
2013 ,"'Wales' ","'Scotland' ","'19' ","'Men' ",20
2013 ,"'Wales' ","'Scotland' ","'19' ","'Women' ",25
2013 ,"'Wales' ","'Scotland' ","'20' ","'Men' ",5
2013 ,"'Wales' ","'Scotland' ","'20' ","'Women' ",15
2013 ,"'Wales' ","'Scotland' ","'21 and over' ","'Men' ",55
2013 ,"'Wales' ","'Scotland' ","'21 and over' ","'Women' ",55
2013 ,"'Wales' ","'Wales' ","'17 and under' ","'Men' ",20
2013 ,"'Wales' ","'Wales' ","'17 and under' ","'Women' ",25
2013 ,"'Wales' ","'Wales' ","'18' ","'Men' ",8890
2013 ,"'Wales' ","'Wales' ","'18' ","'Women' ",12020
2013 ,"'Wales' ","'Wales' ","'19' ","'Men' ",3345
2013 ,"'Wales' ","'Wales' ","'19' ","'Women' ",4025
2013 ,"'Wales' ","'Wales' ","'20' ","'Men' ",1340
2013 ,"'Wales' ","'Wales' ","'20' ","'Women' ",1525
2013 ,"'Wales' ","'Wales' ","'21 and over' ","'Men' ",3235
2013 ,"'Wales' ","'Wales' ","'21 and over' ","'Women' ",7310
2014 ,"'England' ","'England' ","'17 and under' ","'Men' ",1660
2014 ,"'England' ","'England' ","'17 and under' ","'Women' ",2120
2014 ,"'England' ","'England' ","'18' ","'Men' ",439975
2014 ,"'England' ","'England' ","'18' ","'Women' ",552695
2014 ,"'England' ","'England' ","'19' ","'Men' ",173370
2014 ,"'England' ","'England' ","'19' ","'Women' ",200960
2014 ,"'England' ","'England' ","'20' ","'Men' ",56765
2014 ,"'England' ","'England' ","'20' ","'Women' ",67330
2014 ,"'England' ","'England' ","'21 and over' ","'Men' ",133620
2014 ,"'England' ","'England' ","'21 and over' ","'Women' ",238895
2014 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Men' ",20
2014 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Women' ",40
2014 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ",5865
2014 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ",9390
2014 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ",2190
2014 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ",2620
2014 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ",1085
2014 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ",1240
2014 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ",1910
2014 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ",1775
2014 ,"'England' ","'Scotland' ","'17 and under' ","'Men' ",30
2014 ,"'England' ","'Scotland' ","'17 and under' ","'Women' ",60
2014 ,"'England' ","'Scotland' ","'18' ","'Men' ",1635
2014 ,"'England' ","'Scotland' ","'18' ","'Women' ",2145
2014 ,"'England' ","'Scotland' ","'19' ","'Men' ",800
2014 ,"'England' ","'Scotland' ","'19' ","'Women' ",1075
2014 ,"'England' ","'Scotland' ","'20' ","'Men' ",335
2014 ,"'England' ","'Scotland' ","'20' ","'Women' ",515
2014 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ",1295
2014 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ",1820
2014 ,"'England' ","'Wales' ","'17 and under' ","'Men' ",50
2014 ,"'England' ","'Wales' ","'17 and under' ","'Women' ",50
2014 ,"'England' ","'Wales' ","'18' ","'Men' ",13540
2014 ,"'England' ","'Wales' ","'18' ","'Women' ",18215
2014 ,"'England' ","'Wales' ","'19' ","'Men' ",4540
2014 ,"'England' ","'Wales' ","'19' ","'Women' ",5965
2014 ,"'England' ","'Wales' ","'20' ","'Men' ",1350
2014 ,"'England' ","'Wales' ","'20' ","'Women' ",1650
2014 ,"'England' ","'Wales' ","'21 and over' ","'Men' ",2980
2014 ,"'England' ","'Wales' ","'21 and over' ","'Women' ",4320
2014 ,"'Northern Ireland' ","'England' ","'17 and under' ","'Women' ",5
2014 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ",675
2014 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ",945
2014 ,"'Northern Ireland' ","'England' ","'19' ","'Men' ",265
2014 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ",310
2014 ,"'Northern Ireland' ","'England' ","'20' ","'Men' ",65
2014 ,"'Northern Ireland' ","'England' ","'20' ","'Women' ",65
2014 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Men' ",220
2014 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Women' ",240
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Men' ",30
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Women' ",30
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ",15880
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ",17090
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ",3820
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ",4130
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ",2085
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ",2030
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ",3725
2014 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ",6470
2014 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Men' ",15
2014 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Women' ",35
2014 ,"'Northern Ireland' ","'Scotland' ","'19' ","'Men' ",15
2014 ,"'Northern Ireland' ","'Scotland' ","'19' ","'Women' ",5
2014 ,"'Northern Ireland' ","'Scotland' ","'20' ","'Women' ",5
2014 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Men' ",20
2014 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Women' ",40
2014 ,"'Northern Ireland' ","'Wales' ","'18' ","'Men' ",20
2014 ,"'Northern Ireland' ","'Wales' ","'18' ","'Women' ",25
2014 ,"'Northern Ireland' ","'Wales' ","'19' ","'Men' ",10
2014 ,"'Northern Ireland' ","'Wales' ","'19' ","'Women' ",10
2014 ,"'Northern Ireland' ","'Wales' ","'20' ","'Men' ",5
2014 ,"'Northern Ireland' ","'Wales' ","'21 and over' ","'Men' ",5
2014 ,"'Northern Ireland' ","'Wales' ","'21 and over' ","'Women' ",10
2014 ,"'Scotland' ","'England' ","'17 and under' ","'Men' ",90
2014 ,"'Scotland' ","'England' ","'17 and under' ","'Women' ",145
2014 ,"'Scotland' ","'England' ","'18' ","'Men' ",10355
2014 ,"'Scotland' ","'England' ","'18' ","'Women' ",13335
2014 ,"'Scotland' ","'England' ","'19' ","'Men' ",3375
2014 ,"'Scotland' ","'England' ","'19' ","'Women' ",3945
2014 ,"'Scotland' ","'England' ","'20' ","'Men' ",635
2014 ,"'Scotland' ","'England' ","'20' ","'Women' ",840
2014 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ",1810
2014 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ",2160
2014 ,"'Scotland' ","'Northern Ireland' ","'17 and under' ","'Men' ",5
2014 ,"'Scotland' ","'Northern Ireland' ","'17 and under' ","'Women' ",5
2014 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ",2355
2014 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Women' ",3820
2014 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Men' ",475
2014 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Women' ",750
2014 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Men' ",205
2014 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Women' ",295
2014 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Men' ",350
2014 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Women' ",505
2014 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Men' ",1005
2014 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Women' ",1635
2014 ,"'Scotland' ","'Scotland' ","'18' ","'Men' ",35460
2014 ,"'Scotland' ","'Scotland' ","'18' ","'Women' ",49725
2014 ,"'Scotland' ","'Scotland' ","'19' ","'Men' ",9335
2014 ,"'Scotland' ","'Scotland' ","'19' ","'Women' ",12540
2014 ,"'Scotland' ","'Scotland' ","'20' ","'Men' ",6495
2014 ,"'Scotland' ","'Scotland' ","'20' ","'Women' ",8340
2014 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Men' ",18875
2014 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Women' ",26940
2014 ,"'Scotland' ","'Wales' ","'17 and under' ","'Men' ",5
2014 ,"'Scotland' ","'Wales' ","'17 and under' ","'Women' ",5
2014 ,"'Scotland' ","'Wales' ","'18' ","'Men' ",280
2014 ,"'Scotland' ","'Wales' ","'18' ","'Women' ",355
2014 ,"'Scotland' ","'Wales' ","'19' ","'Men' ",90
2014 ,"'Scotland' ","'Wales' ","'19' ","'Women' ",120
2014 ,"'Scotland' ","'Wales' ","'20' ","'Men' ",20
2014 ,"'Scotland' ","'Wales' ","'20' ","'Women' ",35
2014 ,"'Scotland' ","'Wales' ","'21 and over' ","'Men' ",80
2014 ,"'Scotland' ","'Wales' ","'21 and over' ","'Women' ",90
2014 ,"'Wales' ","'England' ","'17 and under' ","'Men' ",25
2014 ,"'Wales' ","'England' ","'17 and under' ","'Women' ",60
2014 ,"'Wales' ","'England' ","'18' ","'Men' ",15275
2014 ,"'Wales' ","'England' ","'18' ","'Women' ",17010
2014 ,"'Wales' ","'England' ","'19' ","'Men' ",5285
2014 ,"'Wales' ","'England' ","'19' ","'Women' ",4950
2014 ,"'Wales' ","'England' ","'20' ","'Men' ",1385
2014 ,"'Wales' ","'England' ","'20' ","'Women' ",1335
2014 ,"'Wales' ","'England' ","'21 and over' ","'Men' ",2790
2014 ,"'Wales' ","'England' ","'21 and over' ","'Women' ",3265
2014 ,"'Wales' ","'Northern Ireland' ","'18' ","'Men' ",300
2014 ,"'Wales' ","'Northern Ireland' ","'18' ","'Women' ",480
2014 ,"'Wales' ","'Northern Ireland' ","'19' ","'Men' ",80
2014 ,"'Wales' ","'Northern Ireland' ","'19' ","'Women' ",85
2014 ,"'Wales' ","'Northern Ireland' ","'20' ","'Men' ",35
2014 ,"'Wales' ","'Northern Ireland' ","'20' ","'Women' ",40
2014 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Men' ",80
2014 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Women' ",85
2014 ,"'Wales' ","'Scotland' ","'18' ","'Men' ",35
2014 ,"'Wales' ","'Scotland' ","'18' ","'Women' ",45
2014 ,"'Wales' ","'Scotland' ","'19' ","'Men' ",20
2014 ,"'Wales' ","'Scotland' ","'19' ","'Women' ",20
2014 ,"'Wales' ","'Scotland' ","'20' ","'Men' ",10
2014 ,"'Wales' ","'Scotland' ","'20' ","'Women' ",20
2014 ,"'Wales' ","'Scotland' ","'21 and over' ","'Men' ",50
2014 ,"'Wales' ","'Scotland' ","'21 and over' ","'Women' ",55
2014 ,"'Wales' ","'Wales' ","'17 and under' ","'Men' ",10
2014 ,"'Wales' ","'Wales' ","'17 and under' ","'Women' ",10
2014 ,"'Wales' ","'Wales' ","'18' ","'Men' ",8700
2014 ,"'Wales' ","'Wales' ","'18' ","'Women' ",11595
2014 ,"'Wales' ","'Wales' ","'19' ","'Men' ",3365
2014 ,"'Wales' ","'Wales' ","'19' ","'Women' ",3930
2014 ,"'Wales' ","'Wales' ","'20' ","'Men' ",1285
2014 ,"'Wales' ","'Wales' ","'20' ","'Women' ",1470
2014 ,"'Wales' ","'Wales' ","'21 and over' ","'Men' ",3210
2014 ,"'Wales' ","'Wales' ","'21 and over' ","'Women' ",7380
2015 ,"'England' ","'England' ","'17 and under' ","'Men' ",1840
2015 ,"'England' ","'England' ","'17 and under' ","'Women' ",2100
2015 ,"'England' ","'England' ","'18' ","'Men' ",450635
2015 ,"'England' ","'England' ","'18' ","'Women' ",583985
2015 ,"'England' ","'England' ","'19' ","'Men' ",175240
2015 ,"'England' ","'England' ","'19' ","'Women' ",202445
2015 ,"'England' ","'England' ","'20' ","'Men' ",54740
2015 ,"'England' ","'England' ","'20' ","'Women' ",63775
2015 ,"'England' ","'England' ","'21 and over' ","'Men' ",127800
2015 ,"'England' ","'England' ","'21 and over' ","'Women' ",226705
2015 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Men' ",40
2015 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Women' ",40
2015 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ",6155
2015 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ",10345
2015 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ",2140
2015 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ",2605
2015 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ",1015
2015 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ",1045
2015 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ",1880
2015 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ",1695
2015 ,"'England' ","'Scotland' ","'17 and under' ","'Men' ",40
2015 ,"'England' ","'Scotland' ","'17 and under' ","'Women' ",50
2015 ,"'England' ","'Scotland' ","'18' ","'Men' ",1710
2015 ,"'England' ","'Scotland' ","'18' ","'Women' ",2310
2015 ,"'England' ","'Scotland' ","'19' ","'Men' ",1010
2015 ,"'England' ","'Scotland' ","'19' ","'Women' ",1200
2015 ,"'England' ","'Scotland' ","'20' ","'Men' ",340
2015 ,"'England' ","'Scotland' ","'20' ","'Women' ",520
2015 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ",1205
2015 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ",1735
2015 ,"'England' ","'Wales' ","'17 and under' ","'Men' ",10
2015 ,"'England' ","'Wales' ","'17 and under' ","'Women' ",65
2015 ,"'England' ","'Wales' ","'18' ","'Men' ",13820
2015 ,"'England' ","'Wales' ","'18' ","'Women' ",19885
2015 ,"'England' ","'Wales' ","'19' ","'Men' ",4785
2015 ,"'England' ","'Wales' ","'19' ","'Women' ",5805
2015 ,"'England' ","'Wales' ","'20' ","'Men' ",1530
2015 ,"'England' ","'Wales' ","'20' ","'Women' ",1825
2015 ,"'England' ","'Wales' ","'21 and over' ","'Men' ",2760
2015 ,"'England' ","'Wales' ","'21 and over' ","'Women' ",4105
2015 ,"'Northern Ireland' ","'England' ","'17 and under' ","'Women' ",5
2015 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ",700
2015 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ",920
2015 ,"'Northern Ireland' ","'England' ","'19' ","'Men' ",315
2015 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ",350
2015 ,"'Northern Ireland' ","'England' ","'20' ","'Men' ",75
2015 ,"'Northern Ireland' ","'England' ","'20' ","'Women' ",75
2015 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Men' ",465
2015 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Women' ",485
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Men' ",10
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Women' ",40
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ",15770
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ",18405
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ",4140
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ",4285
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ",1855
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ",1850
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ",3875
2015 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ",6475
2015 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Men' ",25
2015 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Women' ",60
2015 ,"'Northern Ireland' ","'Scotland' ","'19' ","'Men' ",15
2015 ,"'Northern Ireland' ","'Scotland' ","'19' ","'Women' ",25
2015 ,"'Northern Ireland' ","'Scotland' ","'20' ","'Men' ",5
2015 ,"'Northern Ireland' ","'Scotland' ","'20' ","'Women' ",10
2015 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Men' ",30
2015 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Women' ",55
2015 ,"'Northern Ireland' ","'Wales' ","'18' ","'Men' ",20
2015 ,"'Northern Ireland' ","'Wales' ","'18' ","'Women' ",35
2015 ,"'Northern Ireland' ","'Wales' ","'19' ","'Men' ",10
2015 ,"'Northern Ireland' ","'Wales' ","'19' ","'Women' ",10
2015 ,"'Northern Ireland' ","'Wales' ","'20' ","'Women' ",5
2015 ,"'Northern Ireland' ","'Wales' ","'21 and over' ","'Men' ",15
2015 ,"'Northern Ireland' ","'Wales' ","'21 and over' ","'Women' ",15
2015 ,"'Scotland' ","'England' ","'17 and under' ","'Men' ",75
2015 ,"'Scotland' ","'England' ","'17 and under' ","'Women' ",130
2015 ,"'Scotland' ","'England' ","'18' ","'Men' ",10630
2015 ,"'Scotland' ","'England' ","'18' ","'Women' ",13320
2015 ,"'Scotland' ","'England' ","'19' ","'Men' ",3480
2015 ,"'Scotland' ","'England' ","'19' ","'Women' ",4035
2015 ,"'Scotland' ","'England' ","'20' ","'Men' ",695
2015 ,"'Scotland' ","'England' ","'20' ","'Women' ",785
2015 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ",1915
2015 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ",2295
2015 ,"'Scotland' ","'Northern Ireland' ","'17 and under' ","'Men' ",5
2015 ,"'Scotland' ","'Northern Ireland' ","'17 and under' ","'Women' ",15
2015 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ",2360
2015 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Women' ",3645
2015 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Men' ",400
2015 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Women' ",725
2015 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Men' ",180
2015 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Women' ",260
2015 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Men' ",500
2015 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Women' ",780
2015 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Men' ",970
2015 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Women' ",1700
2015 ,"'Scotland' ","'Scotland' ","'18' ","'Men' ",35745
2015 ,"'Scotland' ","'Scotland' ","'18' ","'Women' ",50435
2015 ,"'Scotland' ","'Scotland' ","'19' ","'Men' ",9480
2015 ,"'Scotland' ","'Scotland' ","'19' ","'Women' ",12895
2015 ,"'Scotland' ","'Scotland' ","'20' ","'Men' ",6485
2015 ,"'Scotland' ","'Scotland' ","'20' ","'Women' ",8400
2015 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Men' ",22655
2015 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Women' ",36925
2015 ,"'Scotland' ","'Wales' ","'17 and under' ","'Women' ",5
2015 ,"'Scotland' ","'Wales' ","'18' ","'Men' ",310
2015 ,"'Scotland' ","'Wales' ","'18' ","'Women' ",350
2015 ,"'Scotland' ","'Wales' ","'19' ","'Men' ",95
2015 ,"'Scotland' ","'Wales' ","'19' ","'Women' ",105
2015 ,"'Scotland' ","'Wales' ","'20' ","'Men' ",20
2015 ,"'Scotland' ","'Wales' ","'20' ","'Women' ",30
2015 ,"'Scotland' ","'Wales' ","'21 and over' ","'Men' ",60
2015 ,"'Scotland' ","'Wales' ","'21 and over' ","'Women' ",85
2015 ,"'Wales' ","'England' ","'17 and under' ","'Men' ",35
2015 ,"'Wales' ","'England' ","'17 and under' ","'Women' ",40
2015 ,"'Wales' ","'England' ","'18' ","'Men' ",15055
2015 ,"'Wales' ","'England' ","'18' ","'Women' ",17240
2015 ,"'Wales' ","'England' ","'19' ","'Men' ",5680
2015 ,"'Wales' ","'England' ","'19' ","'Women' ",5190
2015 ,"'Wales' ","'England' ","'20' ","'Men' ",1300
2015 ,"'Wales' ","'England' ","'20' ","'Women' ",1215
2015 ,"'Wales' ","'England' ","'21 and over' ","'Men' ",2700
2015 ,"'Wales' ","'England' ","'21 and over' ","'Women' ",3315
2015 ,"'Wales' ","'Northern Ireland' ","'18' ","'Men' ",320
2015 ,"'Wales' ","'Northern Ireland' ","'18' ","'Women' ",460
2015 ,"'Wales' ","'Northern Ireland' ","'19' ","'Men' ",65
2015 ,"'Wales' ","'Northern Ireland' ","'19' ","'Women' ",110
2015 ,"'Wales' ","'Northern Ireland' ","'20' ","'Men' ",40
2015 ,"'Wales' ","'Northern Ireland' ","'20' ","'Women' ",35
2015 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Men' ",65
2015 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Women' ",75
2015 ,"'Wales' ","'Scotland' ","'17 and under' ","'Women' ",5
2015 ,"'Wales' ","'Scotland' ","'18' ","'Men' ",25
2015 ,"'Wales' ","'Scotland' ","'18' ","'Women' ",45
2015 ,"'Wales' ","'Scotland' ","'19' ","'Men' ",30
2015 ,"'Wales' ","'Scotland' ","'19' ","'Women' ",30
2015 ,"'Wales' ","'Scotland' ","'20' ","'Men' ",5
2015 ,"'Wales' ","'Scotland' ","'20' ","'Women' ",20
2015 ,"'Wales' ","'Scotland' ","'21 and over' ","'Men' ",40
2015 ,"'Wales' ","'Scotland' ","'21 and over' ","'Women' ",45
2015 ,"'Wales' ","'Wales' ","'17 and under' ","'Women' ",10
2015 ,"'Wales' ","'Wales' ","'18' ","'Men' ",8530
2015 ,"'Wales' ","'Wales' ","'18' ","'Women' ",11660
2015 ,"'Wales' ","'Wales' ","'19' ","'Men' ",3120
2015 ,"'Wales' ","'Wales' ","'19' ","'Women' ",3815
2015 ,"'Wales' ","'Wales' ","'20' ","'Men' ",1200
2015 ,"'Wales' ","'Wales' ","'20' ","'Women' ",1500
2015 ,"'Wales' ","'Wales' ","'21 and over' ","'Men' ",3135
2015 ,"'Wales' ","'Wales' ","'21 and over' ","'Women' ",6990
2016 ,"'England' ","'England' ","'17 and under' ","'Men' ",1870
2016 ,"'England' ","'England' ","'17 and under' ","'Women' ",1960
2016 ,"'England' ","'England' ","'18' ","'Men' ",457030
2016 ,"'England' ","'England' ","'18' ","'Women' ",588740
2016 ,"'England' ","'England' ","'19' ","'Men' ",172895
2016 ,"'England' ","'England' ","'19' ","'Women' ",201965
2016 ,"'England' ","'England' ","'20' ","'Men' ",52500
2016 ,"'England' ","'England' ","'20' ","'Women' ",61445
2016 ,"'England' ","'England' ","'21 and over' ","'Men' ",121550
2016 ,"'England' ","'England' ","'21 and over' ","'Women' ",225125
2016 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Men' ",30
2016 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Women' ",70
2016 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ",6460
2016 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ",11005
2016 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ",2385
2016 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ",3320
2016 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ",1015
2016 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ",1010
2016 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ",1720
2016 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ",1675
2016 ,"'England' ","'Scotland' ","'17 and under' ","'Men' ",35
2016 ,"'England' ","'Scotland' ","'17 and under' ","'Women' ",60
2016 ,"'England' ","'Scotland' ","'18' ","'Men' ",1715
2016 ,"'England' ","'Scotland' ","'18' ","'Women' ",2420
2016 ,"'England' ","'Scotland' ","'19' ","'Men' ",1005
2016 ,"'England' ","'Scotland' ","'19' ","'Women' ",1300
2016 ,"'England' ","'Scotland' ","'20' ","'Men' ",375
2016 ,"'England' ","'Scotland' ","'20' ","'Women' ",515
2016 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ",1190
2016 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ",1805
2016 ,"'England' ","'Wales' ","'17 and under' ","'Men' ",45
2016 ,"'England' ","'Wales' ","'17 and under' ","'Women' ",45
2016 ,"'England' ","'Wales' ","'18' ","'Men' ",13810
2016 ,"'England' ","'Wales' ","'18' ","'Women' ",20100
2016 ,"'England' ","'Wales' ","'19' ","'Men' ",4795
2016 ,"'England' ","'Wales' ","'19' ","'Women' ",6065
2016 ,"'England' ","'Wales' ","'20' ","'Men' ",1290
2016 ,"'England' ","'Wales' ","'20' ","'Women' ",1735
2016 ,"'England' ","'Wales' ","'21 and over' ","'Men' ",2770
2016 ,"'England' ","'Wales' ","'21 and over' ","'Women' ",4110
2016 ,"'Northern Ireland' ","'England' ","'17 and under' ","'Women' ",5
2016 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ",635
2016 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ",920
2016 ,"'Northern Ireland' ","'England' ","'19' ","'Men' ",250
2016 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ",290
2016 ,"'Northern Ireland' ","'England' ","'20' ","'Men' ",60
