"Statistic:   Number of Acceptances"
"Variables:   Ethnic Group (Summary Level) , Age Band , Sex , Applicant Domicile (High Level) , Cycle Year"
"Coverage:   Applied before June deadline and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_023_05.pdf"
 
Cycle Year,Ethnic Group (Summary Level) , Age Band , Sex , Applicant Domicile (High Level),Number of Acceptances,
2016 ,"'White' ","'19' ","'Men' ","'England' ",22990
2016 ,"'White' ","'19' ","'Men' ","'Northern Ireland' ",1145
2016 ,"'White' ","'19' ","'Men' ","'Scotland' ",1625
2016 ,"'White' ","'19' ","'Men' ","'Wales' ",1510
2016 ,"'White' ","'19' ","'Women' ","'England' ",27895
2016 ,"'White' ","'19' ","'Women' ","'Northern Ireland' ",1405
2016 ,"'White' ","'19' ","'Women' ","'Scotland' ",2240
2016 ,"'White' ","'19' ","'Women' ","'Wales' ",1855
2016 ,"'White' ","'20' ","'Men' ","'England' ",6935
2016 ,"'White' ","'20' ","'Men' ","'Northern Ireland' ",575
2016 ,"'White' ","'20' ","'Men' ","'Scotland' ",1060
2016 ,"'White' ","'20' ","'Men' ","'Wales' ",480
2016 ,"'White' ","'20' ","'Women' ","'England' ",8275
2016 ,"'White' ","'20' ","'Women' ","'Northern Ireland' ",490
2016 ,"'White' ","'20' ","'Women' ","'Scotland' ",1440
2016 ,"'White' ","'20' ","'Women' ","'Wales' ",625
2016 ,"'White' ","'21 and over' ","'Men' ","'England' ",14865
2016 ,"'White' ","'21 and over' ","'Men' ","'Northern Ireland' ",980
2016 ,"'White' ","'21 and over' ","'Men' ","'Scotland' ",3840
2016 ,"'White' ","'21 and over' ","'Men' ","'Wales' ",1060
2016 ,"'White' ","'21 and over' ","'Women' ","'England' ",28300
2016 ,"'White' ","'21 and over' ","'Women' ","'Northern Ireland' ",1305
2016 ,"'White' ","'21 and over' ","'Women' ","'Scotland' ",6410
2016 ,"'White' ","'21 and over' ","'Women' ","'Wales' ",2300
2016 ,"'Other' ","'17 and under' ","'Men' ","'England' ",20
2016 ,"'Other' ","'17 and under' ","'Women' ","'England' ",10
2016 ,"'Other' ","'17 and under' ","'Women' ","'Scotland' ",5
2016 ,"'Other' ","'18' ","'Men' ","'England' ",1350
2016 ,"'Other' ","'18' ","'Men' ","'Northern Ireland' ",5
2016 ,"'Other' ","'18' ","'Men' ","'Scotland' ",30
2016 ,"'Other' ","'18' ","'Men' ","'Wales' ",40
2016 ,"'Other' ","'18' ","'Women' ","'England' ",1685
2016 ,"'Other' ","'18' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Other' ","'18' ","'Women' ","'Scotland' ",30
2016 ,"'Other' ","'18' ","'Women' ","'Wales' ",35
2016 ,"'Other' ","'19' ","'Men' ","'England' ",875
2016 ,"'Other' ","'19' ","'Men' ","'Scotland' ",10
2016 ,"'Other' ","'19' ","'Men' ","'Wales' ",15
2016 ,"'Other' ","'19' ","'Women' ","'England' ",880
2016 ,"'Other' ","'19' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Other' ","'19' ","'Women' ","'Scotland' ",15
2016 ,"'Other' ","'19' ","'Women' ","'Wales' ",20
2016 ,"'Other' ","'20' ","'Men' ","'England' ",295
2016 ,"'Other' ","'20' ","'Men' ","'Scotland' ",5
2016 ,"'Other' ","'20' ","'Men' ","'Wales' ",10
2016 ,"'Other' ","'20' ","'Women' ","'England' ",305
2016 ,"'Other' ","'20' ","'Women' ","'Scotland' ",5
2016 ,"'Other' ","'20' ","'Women' ","'Wales' ",5
2016 ,"'Other' ","'21 and over' ","'Men' ","'England' ",610
2016 ,"'Other' ","'21 and over' ","'Men' ","'Northern Ireland' ",5
2016 ,"'Other' ","'21 and over' ","'Men' ","'Scotland' ",45
2016 ,"'Other' ","'21 and over' ","'Men' ","'Wales' ",20
2016 ,"'Other' ","'21 and over' ","'Women' ","'England' ",650
2016 ,"'Other' ","'21 and over' ","'Women' ","'Scotland' ",30
2016 ,"'Other' ","'21 and over' ","'Women' ","'Wales' ",20
2016 ,"'Unknown' ","'17 and under' ","'Men' ","'England' ",10
2016 ,"'Unknown' ","'17 and under' ","'Women' ","'England' ",10
2016 ,"'Unknown' ","'18' ","'Men' ","'England' ",700
2016 ,"'Unknown' ","'18' ","'Men' ","'Northern Ireland' ",10
2016 ,"'Unknown' ","'18' ","'Men' ","'Scotland' ",40
2016 ,"'Unknown' ","'18' ","'Men' ","'Wales' ",25
2016 ,"'Unknown' ","'18' ","'Women' ","'England' ",600
2016 ,"'Unknown' ","'18' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Unknown' ","'18' ","'Women' ","'Scotland' ",30
2016 ,"'Unknown' ","'18' ","'Women' ","'Wales' ",15
2016 ,"'Unknown' ","'19' ","'Men' ","'England' ",380
2016 ,"'Unknown' ","'19' ","'Men' ","'Northern Ireland' ",5
2016 ,"'Unknown' ","'19' ","'Men' ","'Scotland' ",10
2016 ,"'Unknown' ","'19' ","'Men' ","'Wales' ",10
2016 ,"'Unknown' ","'19' ","'Women' ","'England' ",305
2016 ,"'Unknown' ","'19' ","'Women' ","'Scotland' ",10
2016 ,"'Unknown' ","'19' ","'Women' ","'Wales' ",15
2016 ,"'Unknown' ","'20' ","'Men' ","'England' ",130
2016 ,"'Unknown' ","'20' ","'Men' ","'Scotland' ",10
2016 ,"'Unknown' ","'20' ","'Men' ","'Wales' ",5
2016 ,"'Unknown' ","'20' ","'Women' ","'England' ",100
2016 ,"'Unknown' ","'20' ","'Women' ","'Scotland' ",5
2016 ,"'Unknown' ","'20' ","'Women' ","'Wales' ",5
2016 ,"'Unknown' ","'21 and over' ","'Men' ","'England' ",515
2016 ,"'Unknown' ","'21 and over' ","'Men' ","'Northern Ireland' ",10
2016 ,"'Unknown' ","'21 and over' ","'Men' ","'Scotland' ",75
2016 ,"'Unknown' ","'21 and over' ","'Men' ","'Wales' ",15
2016 ,"'Unknown' ","'21 and over' ","'Women' ","'England' ",495
2016 ,"'Unknown' ","'21 and over' ","'Women' ","'Scotland' ",40
2016 ,"'Unknown' ","'21 and over' ","'Women' ","'Wales' ",15
