"Statistic:   Number of Applications"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (High Level) , Cycle Year"
"Coverage:   Applications through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_017_03.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (High Level),Number of Applications,
2007 ,"'A1 - Pre-clinical Medicine' ","'England' ",49310
2007 ,"'C8 - Psychology' ","'Scotland' ",4670
2007 ,"'C8 - Psychology' ","'Wales' ",2605
2007 ,"'C9 - Others in Biological Sciences' ","'England' ",2440
2007 ,"'C9 - Others in Biological Sciences' ","'Northern Ireland' ",25
2007 ,"'C9 - Others in Biological Sciences' ","'Scotland' ",95
2007 ,"'C9 - Others in Biological Sciences' ","'Wales' ",85
2007 ,"'CC - Combinations within Biological Sciences' ","'England' ",2945
2007 ,"'CC - Combinations within Biological Sciences' ","'Northern Ireland' ",105
2007 ,"'CC - Combinations within Biological Sciences' ","'Scotland' ",655
2007 ,"'CC - Combinations within Biological Sciences' ","'Wales' ",110
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'England' ",4335
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Northern Ireland' ",240
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Scotland' ",465
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Wales' ",295
2007 ,"'D3 - Animal Science' ","'England' ",4910
2007 ,"'D3 - Animal Science' ","'Northern Ireland' ",105
2007 ,"'D3 - Animal Science' ","'Scotland' ",200
2007 ,"'D3 - Animal Science' ","'Wales' ",275
2007 ,"'D4 - Agriculture' ","'England' ",2975
2007 ,"'D4 - Agriculture' ","'Northern Ireland' ",330
2007 ,"'D4 - Agriculture' ","'Scotland' ",300
2007 ,"'D4 - Agriculture' ","'Wales' ",225
2007 ,"'D5 - Forestry & arboriculture' ","'England' ",180
2007 ,"'D5 - Forestry & arboriculture' ","'Northern Ireland' ",5
2007 ,"'D5 - Forestry & arboriculture' ","'Scotland' ",10
2007 ,"'D5 - Forestry & arboriculture' ","'Wales' ",20
2007 ,"'D6 - Food and Beverage studies' ","'England' ",605
2007 ,"'D6 - Food and Beverage studies' ","'Northern Ireland' ",120
2007 ,"'D6 - Food and Beverage studies' ","'Scotland' ",60
2007 ,"'D6 - Food and Beverage studies' ","'Wales' ",30
2007 ,"'D7 - Agricultural Sciences' ","'England' ",115
2007 ,"'D7 - Agricultural Sciences' ","'Northern Ireland' ",5
2007 ,"'D7 - Agricultural Sciences' ","'Scotland' ",10
2007 ,"'D7 - Agricultural Sciences' ","'Wales' ",5
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'England' ",130
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Northern Ireland' ",15
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Scotland' ",5
2007 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'Wales' ",10
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'England' ",225
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Northern Ireland' ",15
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Scotland' ",5
2007 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Wales' ",20
2007 ,"'F0 - Physical Sciences: any area of study' ","'England' ",195
2007 ,"'F0 - Physical Sciences: any area of study' ","'Scotland' ",5
2007 ,"'F1 - Chemistry' ","'England' ",15360
2007 ,"'F1 - Chemistry' ","'Northern Ireland' ",650
2007 ,"'F1 - Chemistry' ","'Scotland' ",1745
2007 ,"'F1 - Chemistry' ","'Wales' ",655
2007 ,"'F2 - Materials Science' ","'England' ",20
2007 ,"'F2 - Materials Science' ","'Scotland' ",5
2007 ,"'F3 - Physics' ","'England' ",13250
2007 ,"'F3 - Physics' ","'Northern Ireland' ",375
2007 ,"'F3 - Physics' ","'Scotland' ",1690
2007 ,"'F3 - Physics' ","'Wales' ",715
2007 ,"'F4 - Forensic and Archaeological Science' ","'England' ",6190
2007 ,"'F4 - Forensic and Archaeological Science' ","'Northern Ireland' ",155
2007 ,"'F4 - Forensic and Archaeological Science' ","'Scotland' ",815
2007 ,"'F4 - Forensic and Archaeological Science' ","'Wales' ",535
2007 ,"'F5 - Astronomy' ","'England' ",440
2007 ,"'F5 - Astronomy' ","'Northern Ireland' ",10
2007 ,"'F5 - Astronomy' ","'Scotland' ",70
2007 ,"'F5 - Astronomy' ","'Wales' ",40
2007 ,"'F6 - Geology' ","'England' ",5085
2007 ,"'F6 - Geology' ","'Northern Ireland' ",65
2007 ,"'F6 - Geology' ","'Scotland' ",475
2007 ,"'F6 - Geology' ","'Wales' ",520
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'England' ",4590
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Northern Ireland' ",300
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Scotland' ",170
2007 ,"'F7 - Science of aquatic & terrestrial environments' ","'Wales' ",195
2007 ,"'F8 - Physical geographical sciences' ","'England' ",14695
2007 ,"'F8 - Physical geographical sciences' ","'Northern Ireland' ",1085
2007 ,"'F8 - Physical geographical sciences' ","'Scotland' ",665
2007 ,"'F8 - Physical geographical sciences' ","'Wales' ",1030
2007 ,"'F9 - Others in Physical Sciences' ","'England' ",805
2007 ,"'F9 - Others in Physical Sciences' ","'Northern Ireland' ",15
2007 ,"'F9 - Others in Physical Sciences' ","'Scotland' ",40
2007 ,"'F9 - Others in Physical Sciences' ","'Wales' ",55
2007 ,"'FF - Combinations within Physical Sciences' ","'England' ",4055
2007 ,"'FF - Combinations within Physical Sciences' ","'Northern Ireland' ",110
2007 ,"'FF - Combinations within Physical Sciences' ","'Scotland' ",615
2007 ,"'FF - Combinations within Physical Sciences' ","'Wales' ",200
2007 ,"'G0 - Mathematical Sciences: any area' ","'England' ",45
2007 ,"'G0 - Mathematical Sciences: any area' ","'Scotland' ",30
2007 ,"'G1 - Mathematics' ","'England' ",22895
2007 ,"'G1 - Mathematics' ","'Northern Ireland' ",850
2007 ,"'G1 - Mathematics' ","'Scotland' ",1415
2007 ,"'G1 - Mathematics' ","'Wales' ",1320
2007 ,"'G2 - Operational Research' ","'England' ",105
2007 ,"'G2 - Operational Research' ","'Scotland' ",50
2007 ,"'G3 - Statistics' ","'England' ",400
2007 ,"'G3 - Statistics' ","'Northern Ireland' ",10
2007 ,"'G3 - Statistics' ","'Scotland' ",10
2007 ,"'G3 - Statistics' ","'Wales' ",15
2007 ,"'G9 - Others in Mathematical Sciences' ","'England' ",60
2007 ,"'GG - Combinations within Mathematical Sciences' ","'England' ",1275
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Northern Ireland' ",95
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Scotland' ",260
2007 ,"'GG - Combinations within Mathematical Sciences' ","'Wales' ",45
2007 ,"'H0 - Engineering: any area of study' ","'England' ",225
2007 ,"'H0 - Engineering: any area of study' ","'Northern Ireland' ",5
2007 ,"'H0 - Engineering: any area of study' ","'Wales' ",10
2007 ,"'H1 - General Engineering' ","'England' ",7535
2007 ,"'H1 - General Engineering' ","'Northern Ireland' ",345
2007 ,"'H1 - General Engineering' ","'Scotland' ",620
2007 ,"'H1 - General Engineering' ","'Wales' ",345
2007 ,"'H2 - Civil Engineering' ","'England' ",11325
2007 ,"'H2 - Civil Engineering' ","'Northern Ireland' ",1110
2007 ,"'H2 - Civil Engineering' ","'Scotland' ",1725
2007 ,"'H2 - Civil Engineering' ","'Wales' ",800
2007 ,"'H3 - Mechanical Engineering' ","'England' ",15080
2007 ,"'H3 - Mechanical Engineering' ","'Northern Ireland' ",800
2007 ,"'H3 - Mechanical Engineering' ","'Scotland' ",2130
2007 ,"'H3 - Mechanical Engineering' ","'Wales' ",765
2007 ,"'H4 - Aerospace Engineering' ","'England' ",7250
2007 ,"'H4 - Aerospace Engineering' ","'Northern Ireland' ",305
2007 ,"'H4 - Aerospace Engineering' ","'Scotland' ",505
2007 ,"'H4 - Aerospace Engineering' ","'Wales' ",340
2007 ,"'H5 - Naval Architecture' ","'England' ",175
2007 ,"'H5 - Naval Architecture' ","'Northern Ireland' ",5
2007 ,"'H5 - Naval Architecture' ","'Scotland' ",45
2007 ,"'H5 - Naval Architecture' ","'Wales' ",10
2007 ,"'H6 - Electronic and Electrical Engineering' ","'England' ",10980
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Northern Ireland' ",405
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Scotland' ",1650
2007 ,"'H6 - Electronic and Electrical Engineering' ","'Wales' ",750
2007 ,"'H7 - Production and Manufacturing Engineering' ","'England' ",2450
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Northern Ireland' ",240
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Scotland' ",400
2007 ,"'H7 - Production and Manufacturing Engineering' ","'Wales' ",70
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'England' ",3880
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Northern Ireland' ",130
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Scotland' ",1000
2007 ,"'H8 - Chemical,Process and Energy Engineering' ","'Wales' ",145
2007 ,"'H9 - Others in Engineering' ","'England' ",10
2007 ,"'HH - Combinations within Engineering' ","'England' ",1535
2007 ,"'HH - Combinations within Engineering' ","'Northern Ireland' ",190
2007 ,"'HH - Combinations within Engineering' ","'Scotland' ",745
2007 ,"'HH - Combinations within Engineering' ","'Wales' ",105
2007 ,"'I1 - Computer Science' ","'England' ",36695
2007 ,"'I1 - Computer Science' ","'Northern Ireland' ",2920
2007 ,"'I1 - Computer Science' ","'Scotland' ",3655
2007 ,"'I1 - Computer Science' ","'Wales' ",1720
2007 ,"'I2 - Information Systems' ","'England' ",10560
2007 ,"'I2 - Information Systems' ","'Northern Ireland' ",545
2007 ,"'I2 - Information Systems' ","'Scotland' ",405
2007 ,"'I2 - Information Systems' ","'Wales' ",595
2007 ,"'I3 - Software Engineering' ","'England' ",4690
2007 ,"'I3 - Software Engineering' ","'Northern Ireland' ",150
2007 ,"'I3 - Software Engineering' ","'Scotland' ",325
2007 ,"'I3 - Software Engineering' ","'Wales' ",235
2007 ,"'I4 - Artificial Intelligence' ","'England' ",230
2007 ,"'I4 - Artificial Intelligence' ","'Northern Ireland' ",50
2007 ,"'I4 - Artificial Intelligence' ","'Scotland' ",30
2007 ,"'I4 - Artificial Intelligence' ","'Wales' ",5
2007 ,"'I9 - Others in Computer Sciences' ","'England' ",45
2007 ,"'I9 - Others in Computer Sciences' ","'Northern Ireland' ",5
2007 ,"'II - Combinations in Computer Sciences' ","'England' ",3600
2007 ,"'II - Combinations in Computer Sciences' ","'Northern Ireland' ",650
2007 ,"'II - Combinations in Computer Sciences' ","'Scotland' ",100
2007 ,"'II - Combinations in Computer Sciences' ","'Wales' ",260
2007 ,"'J0 - Technologies: any area of study' ","'Scotland' ",10
2007 ,"'J1 - Minerals Technology' ","'England' ",80
2007 ,"'J1 - Minerals Technology' ","'Wales' ",5
2007 ,"'J2 - Metallurgy' ","'England' ",15
2007 ,"'J4 - Polymers and Textiles' ","'England' ",670
2007 ,"'J4 - Polymers and Textiles' ","'Northern Ireland' ",15
2007 ,"'J4 - Polymers and Textiles' ","'Scotland' ",115
2007 ,"'J4 - Polymers and Textiles' ","'Wales' ",20
2007 ,"'J5 - Materials Technology not otherwise spec' ","'England' ",680
2007 ,"'J5 - Materials Technology not otherwise spec' ","'Northern Ireland' ",5
2007 ,"'J5 - Materials Technology not otherwise spec' ","'Scotland' ",10
2007 ,"'J5 - Materials Technology not otherwise spec' ","'Wales' ",35
2007 ,"'J6 - Maritime Technology' ","'England' ",345
2007 ,"'J6 - Maritime Technology' ","'Northern Ireland' ",10
2007 ,"'J6 - Maritime Technology' ","'Scotland' ",25
2007 ,"'J6 - Maritime Technology' ","'Wales' ",20
2007 ,"'J7 - Biotechnology' ","'England' ",255
2007 ,"'J7 - Biotechnology' ","'Northern Ireland' ",5
2007 ,"'J7 - Biotechnology' ","'Scotland' ",65
2007 ,"'J7 - Biotechnology' ","'Wales' ",15
2007 ,"'J9 - Others in Technology' ","'England' ",5680
2007 ,"'J9 - Others in Technology' ","'Northern Ireland' ",335
2007 ,"'J9 - Others in Technology' ","'Scotland' ",230
2007 ,"'J9 - Others in Technology' ","'Wales' ",425
2007 ,"'JJ - Combinations within Technology' ","'England' ",5
2007 ,"'K1 - Architecture' ","'England' ",15880
2007 ,"'K1 - Architecture' ","'Northern Ireland' ",1280
2007 ,"'K1 - Architecture' ","'Scotland' ",1890
2007 ,"'K1 - Architecture' ","'Wales' ",545
2007 ,"'K2 - Building' ","'England' ",10860
2007 ,"'K2 - Building' ","'Northern Ireland' ",2550
2007 ,"'K2 - Building' ","'Scotland' ",1370
2007 ,"'K2 - Building' ","'Wales' ",510
2007 ,"'K3 - Landscape & Garden Design' ","'England' ",490
2007 ,"'K3 - Landscape & Garden Design' ","'Northern Ireland' ",20
2007 ,"'K3 - Landscape & Garden Design' ","'Scotland' ",25
2007 ,"'K3 - Landscape & Garden Design' ","'Wales' ",15
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'England' ",2875
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Northern Ireland' ",830
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Scotland' ",250
2007 ,"'K4 - Planning (Urban,Rural and Regional)' ","'Wales' ",180
2007 ,"'K9 - Others in Architecture,Build & Plan' ","'England' ",60
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'England' ",685
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'Northern Ireland' ",425
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'Scotland' ",15
2007 ,"'KK - Combinations within Architecture,Build & Plan' ","'Wales' ",45
2007 ,"'L0 - Social Studies: any area of study' ","'England' ",125
2007 ,"'L1 - Economics' ","'England' ",23170
2007 ,"'L1 - Economics' ","'Northern Ireland' ",685
2007 ,"'L1 - Economics' ","'Scotland' ",780
2007 ,"'L1 - Economics' ","'Wales' ",540
2007 ,"'L2 - Politics' ","'England' ",16780
2007 ,"'L2 - Politics' ","'Northern Ireland' ",865
2007 ,"'L2 - Politics' ","'Scotland' ",1190
2007 ,"'L2 - Politics' ","'Wales' ",585
2007 ,"'L3 - Sociology' ","'England' ",15995
2007 ,"'L3 - Sociology' ","'Northern Ireland' ",1005
2007 ,"'L3 - Sociology' ","'Scotland' ",2800
2007 ,"'L3 - Sociology' ","'Wales' ",855
2007 ,"'L4 - Social Policy' ","'England' ",3330
2007 ,"'L4 - Social Policy' ","'Northern Ireland' ",545
2007 ,"'L4 - Social Policy' ","'Scotland' ",225
2007 ,"'L4 - Social Policy' ","'Wales' ",280
2007 ,"'L5 - Social Work' ","'England' ",45880
2007 ,"'L5 - Social Work' ","'Northern Ireland' ",5060
2007 ,"'L5 - Social Work' ","'Scotland' ",3610
2007 ,"'L5 - Social Work' ","'Wales' ",2440
2007 ,"'L6 - Anthropology' ","'England' ",2890
2007 ,"'L6 - Anthropology' ","'Northern Ireland' ",110
2007 ,"'L6 - Anthropology' ","'Scotland' ",170
2007 ,"'L6 - Anthropology' ","'Wales' ",30
2007 ,"'L7 - Human and Social Geography' ","'England' ",12545
2007 ,"'L7 - Human and Social Geography' ","'Northern Ireland' ",170
2007 ,"'L7 - Human and Social Geography' ","'Scotland' ",820
2007 ,"'L7 - Human and Social Geography' ","'Wales' ",450
2007 ,"'L9 - Others in Social Studies' ","'England' ",1780
2007 ,"'L9 - Others in Social Studies' ","'Northern Ireland' ",45
2007 ,"'L9 - Others in Social Studies' ","'Scotland' ",20
2007 ,"'L9 - Others in Social Studies' ","'Wales' ",50
2007 ,"'LL - Combinations within Social Studies' ","'England' ",10795
2007 ,"'LL - Combinations within Social Studies' ","'Northern Ireland' ",740
2007 ,"'LL - Combinations within Social Studies' ","'Scotland' ",1075
2007 ,"'LL - Combinations within Social Studies' ","'Wales' ",390
2007 ,"'M0 - Law: any area of study' ","'England' ",5
2007 ,"'M1 - Law by Area' ","'England' ",61735
2007 ,"'M1 - Law by Area' ","'Northern Ireland' ",3300
2007 ,"'M1 - Law by Area' ","'Scotland' ",4945
2007 ,"'M1 - Law by Area' ","'Wales' ",3000
2007 ,"'M2 - Law by Topic' ","'England' ",3665
2007 ,"'M2 - Law by Topic' ","'Northern Ireland' ",105
2007 ,"'M2 - Law by Topic' ","'Scotland' ",625
2007 ,"'M2 - Law by Topic' ","'Wales' ",160
2007 ,"'M9 - Others in Law' ","'England' ",7460
2007 ,"'M9 - Others in Law' ","'Northern Ireland' ",1200
2007 ,"'M9 - Others in Law' ","'Scotland' ",410
2007 ,"'M9 - Others in Law' ","'Wales' ",520
2007 ,"'MM - Combinations within Law' ","'England' ",2310
2007 ,"'MM - Combinations within Law' ","'Northern Ireland' ",30
2007 ,"'MM - Combinations within Law' ","'Scotland' ",90
2007 ,"'MM - Combinations within Law' ","'Wales' ",130
2007 ,"'N0 - Business & Admin studies: any area' ","'England' ",35
2007 ,"'N1 - Business studies' ","'England' ",35110
2007 ,"'N1 - Business studies' ","'Northern Ireland' ",2480
2007 ,"'N1 - Business studies' ","'Scotland' ",3210
2007 ,"'N1 - Business studies' ","'Wales' ",1945
2007 ,"'N2 - Management studies' ","'England' ",38490
2007 ,"'N2 - Management studies' ","'Northern Ireland' ",1030
2007 ,"'N2 - Management studies' ","'Scotland' ",2245
2007 ,"'N2 - Management studies' ","'Wales' ",1235
2007 ,"'N3 - Finance' ","'England' ",3100
2007 ,"'N3 - Finance' ","'Northern Ireland' ",725
2007 ,"'N3 - Finance' ","'Scotland' ",265
2007 ,"'N3 - Finance' ","'Wales' ",85
2007 ,"'N4 - Accounting' ","'England' ",18780
2007 ,"'N4 - Accounting' ","'Northern Ireland' ",1460
2007 ,"'N4 - Accounting' ","'Scotland' ",2645
2007 ,"'N4 - Accounting' ","'Wales' ",740
2007 ,"'N5 - Marketing' ","'England' ",13885
2007 ,"'N5 - Marketing' ","'Northern Ireland' ",655
2007 ,"'N5 - Marketing' ","'Scotland' ",1055
2007 ,"'N5 - Marketing' ","'Wales' ",425
2007 ,"'N6 - Human Resource Management' ","'England' ",2180
2007 ,"'N6 - Human Resource Management' ","'Northern Ireland' ",305
2007 ,"'N6 - Human Resource Management' ","'Scotland' ",255
2007 ,"'N6 - Human Resource Management' ","'Wales' ",105
2007 ,"'N7 - Office Skills' ","'England' ",35
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'England' ",23660
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Northern Ireland' ",1530
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Scotland' ",3040
2007 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Wales' ",895
2007 ,"'N9 - Others in Business & Admin Studies' ","'England' ",1515
2007 ,"'N9 - Others in Business & Admin Studies' ","'Northern Ireland' ",140
2007 ,"'N9 - Others in Business & Admin Studies' ","'Scotland' ",55
2007 ,"'N9 - Others in Business & Admin Studies' ","'Wales' ",95
2007 ,"'NN - Combinations within Business & Admin Studies' ","'England' ",39730
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Northern Ireland' ",1145
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Scotland' ",3430
2007 ,"'NN - Combinations within Business & Admin Studies' ","'Wales' ",1410
2007 ,"'P1 - Information Services' ","'England' ",295
2007 ,"'P1 - Information Services' ","'Scotland' ",30
2007 ,"'P1 - Information Services' ","'Wales' ",10
2007 ,"'P2 - Publicity studies' ","'England' ",1360
2007 ,"'P2 - Publicity studies' ","'Northern Ireland' ",205
2007 ,"'P2 - Publicity studies' ","'Scotland' ",10
2007 ,"'P2 - Publicity studies' ","'Wales' ",15
2007 ,"'P3 - Media studies' ","'England' ",20600
2007 ,"'P3 - Media studies' ","'Northern Ireland' ",910
2007 ,"'P3 - Media studies' ","'Scotland' ",850
2007 ,"'P3 - Media studies' ","'Wales' ",1005
2007 ,"'P4 - Publishing' ","'England' ",145
2007 ,"'P4 - Publishing' ","'Scotland' ",50
2007 ,"'P5 - Journalism' ","'England' ",9580
2007 ,"'P5 - Journalism' ","'Northern Ireland' ",200
2007 ,"'P5 - Journalism' ","'Scotland' ",455
2007 ,"'P5 - Journalism' ","'Wales' ",340
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'England' ",2135
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Northern Ireland' ",600
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Scotland' ",180
2007 ,"'P9 - Others in Mass Comms & Documentation' ","'Wales' ",50
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'England' ",5245
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Northern Ireland' ",185
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Scotland' ",515
2007 ,"'PP - Combinations within Mass Comms & Documentation' ","'Wales' ",215
2007 ,"'Q1 - Linguistics' ","'England' ",1475
2007 ,"'Q1 - Linguistics' ","'Northern Ireland' ",160
2007 ,"'Q1 - Linguistics' ","'Scotland' ",30
2007 ,"'Q1 - Linguistics' ","'Wales' ",40
2007 ,"'Q2 - Comparative Literary studies' ","'England' ",475
2007 ,"'Q2 - Comparative Literary studies' ","'Northern Ireland' ",5
2007 ,"'Q2 - Comparative Literary studies' ","'Scotland' ",25
2007 ,"'Q2 - Comparative Literary studies' ","'Wales' ",15
2007 ,"'Q3 - English studies' ","'England' ",45880
2007 ,"'Q3 - English studies' ","'Northern Ireland' ",1515
2007 ,"'Q3 - English studies' ","'Scotland' ",1550
2007 ,"'Q3 - English studies' ","'Wales' ",2170
2007 ,"'Q4 - Ancient Language studies' ","'England' ",40
2007 ,"'Q4 - Ancient Language studies' ","'Scotland' ",5
2007 ,"'Q5 - Celtic studies' ","'England' ",30
2007 ,"'Q5 - Celtic studies' ","'Northern Ireland' ",255
2007 ,"'Q5 - Celtic studies' ","'Scotland' ",75
